group_name,m_id,day_of_study,10Percentile,90Percentile,Energy,Entropy,InterquartileRange,Kurtosis,Maximum,MeanAbsoluteDeviation,Mean,Median,Minimum,Range,RobustMeanAbsoluteDeviation,RootMeanSquared,Skewness,TotalEnergy,Uniformity,Variance,Elongation,MajorAxisLength,MaximumDiameter,MeshSurface,MinorAxisLength,Perimeter,PerimeterSurfaceRatio,PixelSurface,Sphericity,Autocorrelation,ClusterProminence,ClusterShade,ClusterTendency,Contrast,Correlation,DifferenceAverage,DifferenceEntropy,DifferenceVariance,Id,Idm,Idmn,Idn,Imc1,Imc2,InverseVariance,JointAverage,JointEnergy,JointEntropy,MCC,MaximumProbability,SumAverage,SumEntropy,SumSquares,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelRunEmphasis,LongRunEmphasis,LongRunHighGrayLevelEmphasis,LongRunLowGrayLevelEmphasis,LowGrayLevelRunEmphasis,RunEntropy,RunLengthNonUniformity,RunLengthNonUniformityNormalized,RunPercentage,RunVariance,ShortRunEmphasis,ShortRunHighGrayLevelEmphasis,ShortRunLowGrayLevelEmphasis,HighGrayLevelZoneEmphasis,LargeAreaEmphasis,LargeAreaHighGrayLevelEmphasis,LargeAreaLowGrayLevelEmphasis,LowGrayLevelZoneEmphasis,SizeZoneNonUniformity,SizeZoneNonUniformityNormalized,SmallAreaEmphasis,SmallAreaHighGrayLevelEmphasis,SmallAreaLowGrayLevelEmphasis,ZoneEntropy,ZonePercentage,ZoneVariance,Busyness,Coarseness,Complexity,Strength,DependenceEntropy,DependenceNonUniformity,DependenceNonUniformityNormalized,DependenceVariance,HighGrayLevelEmphasis,LargeDependenceEmphasis,LargeDependenceHighGrayLevelEmphasis,LargeDependenceLowGrayLevelEmphasis,LowGrayLevelEmphasis,SmallDependenceEmphasis,SmallDependenceHighGrayLevelEmphasis,SmallDependenceLowGrayLevelEmphasis
2,1263,25,179.0,214.0,1622577.0,1.369815128430061,17.0,2.394254842430326,225.0,10.793575252825699,198.46341463414635,199.0,170.0,55.0,7.7134986225895315,198.93478524503402,-0.15143757143821437,1622577.0,0.43367043426531826,187.32183224271273,0.9395290780662398,31.516064358143296,30.066592756745816,30.5,29.610258890682648,98.22539674441637,3.22050481129234,41.0,0.1993109044954619,5.495098039215685,1.9734373745879832,-0.6802059539694382,0.8952326028450596,0.019152362850219817,0.5147427392009433,0.4068627450980392,0.4480692205454614,0.10745866974240677,0.7965686274509803,0.7965686274509803,0.9760668973471741,0.9186274509803922,-0.451690369672609,0.5875948698416243,0.4068627450980392,2.3063725490196076,0.5192714340638216,1.2574239400367377,0.6008771929824549,0.6029411764705882,4.612745098039215,0.8505611949386988,0.3255238369857747,17.78048780487805,0.4171597633136095,0.39262343842950626,6.262509973906106,1.7296253315649868,11.57159485454271,0.3436511098815951,0.2276498757230333,1.6587401272397244,34.00343722369584,0.9010607150409525,0.9085365853658536,0.44096785888856055,0.9560454616196611,5.9640635250347795,0.22006758266544774,5.961538461538462,4.346153846153846,30.307692307692307,0.7844551282051283,0.25240384615384615,14.923076923076923,0.5739644970414202,0.7811695447409732,4.465141287284144,0.21494832548403975,2.453582957309915,0.6341463414634146,1.859467455621302,0.5546875,0.19248826291079812,1.8778898465676388,1.0975609756097562,2.734681486072367,15.146341463414634,0.36942296252230816,0.5865556216537775,6.341463414634147,3.5853658536585367,24.48780487804878,0.6505758807588076,0.22103658536585366,0.5704607046070461,3.3495934959349594,0.14903267088226438
1,1297,23,68.8,163.2,1800459.0,2.225654947076667,72.5,1.5862011347096223,175.0,34.325683214462245,117.08403361344538,108.0,43.0,132.0,29.31346260387811,123.00368922526353,-0.06272220620157395,1800459.0,0.2527363886731163,1421.2366358308032,0.8511655422856323,136.50888406431417,108.18964830333815,69.5,116.19165833140848,319.4284989122476,4.5960935095287425,119.0,0.09251745417959602,19.572222222222223,127.4096184727938,-1.648400548696845,5.718395061728395,0.005186623763268459,0.9746809100998888,0.08333333333333333,0.31686571032106603,0.06790123456790123,0.9583333333333333,0.9583333333333333,0.9983333333333333,0.9895833333333333,-0.6687834636149841,0.6972293267472103,0.08333333333333333,4.122222222222222,0.5892901234567901,1.176555635554107,0.7499999999999808,0.6833333333333333,8.244444444444445,1.0932223022207737,1.450432098765432,30.07563025210084,0.25034717838656734,2.3566132335287056,19.93615698444518,1.46035203884431,34.328559995333116,0.12420293845470934,0.09941508610891195,2.4147914398450894,104.24961935349327,0.9348664009890046,0.9369747899159664,0.3133921579444242,0.9731752578003948,19.314641004993348,0.09706496973905111,18.168539325842698,3.606741573033708,98.76404494382022,0.2540027134449286,0.10580670845117074,68.95505617977528,0.7747759121323066,0.8980163684283535,15.996791510611734,0.09661147024584096,2.875447011970484,0.7478991596638656,1.8189622522408784,0.035266064257028114,0.8469750889679717,0.8912346155479285,16.342245989304814,3.24746371486195,58.00840336134454,0.48746557446508015,0.5861167996610408,20.436974789915965,2.8487394957983194,71.47899159663865,0.2323960536595591,0.09755945235236951,0.7201797385620915,13.186507936507935,0.0762429905824764
0,1276,35,93.0,117.2,154379.0,0.5916727785823268,7.5,3.958266977461975,119.0,7.428571428571429,104.5,106.0,78.0,41.0,3.3,105.0098634823007,-0.9642446405956105,154379.0,0.7551020408163265,106.82142857142857,0.3004598691710274,40.85525834725776,27.51363298439521,7.0,12.275365577965593,39.597979746446626,5.656854249492375,14.0,0.23685410871273385,4.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-3.203426503814917e-16,0.0,1.0,4.0,-3.203426503814917e-16,0.0,10.571428571428571,0.7222222222222222,0.12244897959183672,3.5476190476190474,1.1666666666666667,4.214285714285714,0.4047619047619048,0.36309523809523814,0.8116582415174918,12.222222222222221,0.9074074074074074,0.9523809523809524,0.0462962962962963,0.9583333333333334,3.380952380952381,0.35267857142857145,3.5,1.5,5.5,0.5,0.375,8.666666666666666,0.7222222222222222,0.875,3.0,0.34375,1.251629167387822,0.8571428571428571,0.1388888888888889,0.0,1000000.0,0.0,0.0,1.3787834934861745,8.285714285714286,0.5918367346938775,0.20408163265306123,3.5714285714285716,1.8571428571428572,7.0,0.5714285714285714,0.35714285714285715,0.7857142857142857,2.7142857142857144,0.30357142857142855
0,1276,23,104.6,121.6,368010.0,0.7167256591148775,8.0,3.2975737425083094,127.0,5.57193816884661,112.41379310344827,113.0,94.0,33.0,3.497164461247637,112.64990013311153,-0.2634114678259278,368010.0,0.7526753864447087,53.13912009512485,0.8238183316118561,31.92534472491703,29.732137494637012,16.0,26.300684227414518,78.95331880577406,4.934582425360879,29.0,0.1795951205309831,4.666666666666666,0.01851851851851854,0.018518518518518566,0.05555555555555555,0.004756242568370987,0.2000000000000003,0.3333333333333333,0.22957395851362197,0.05555555555555556,0.8333333333333333,0.8333333333333333,0.9666666666666666,0.9166666666666666,-0.26862077149050917,0.3084169267762128,0.3333333333333333,2.1666666666666665,0.75,0.5629072918469551,0.2999999999999998,0.7916666666666666,4.333333333333333,0.22957395851362197,0.09722222222222221,21.82758620689655,0.7184,0.13793103448275862,4.1442711184090495,1.156415343915344,4.769932494070424,0.3331866777149344,0.29408284173609844,0.938746801009149,25.860449735449734,0.9306544119705495,0.9568965517241379,0.06142176520814086,0.9711842298647854,4.029008037868191,0.2868788992022948,4.16,1.72,7.04,0.47888888888888886,0.29888888888888887,21.24,0.8496,0.9325,3.89,0.2820138888888889,1.2554312795575981,0.8620689655172413,0.3744,0.15104166666666666,1.0,0.27586206896551724,1.6091954022988506,1.7039978827968256,18.724137931034484,0.6456599286563615,0.5707491082045184,4.137931034482759,2.3793103448275863,9.655172413793103,0.6369731800766283,0.29214559386973177,0.8287835249042146,3.453065134099617,0.24934147509578544
2,1380,41,108.8,160.0,1900631.0,1.773399275168706,34.0,2.6147183445972786,169.0,17.84695439240894,136.95959595959596,143.0,79.0,90.0,13.775133848899465,138.55790460775933,-0.7222162719188358,1900631.0,0.3114988266503418,440.3620038771554,0.6363357107168602,165.31253985666237,119.26860441876563,60.5,105.19427254009854,261.20310216783116,4.317406647402168,99.0,0.10556119277337123,9.045833333333334,10.553125,0.6745370370370377,2.2402777777777776,0.016996479092183613,0.7524509803921564,0.23055555555555554,0.6215331503489951,0.14570987654320988,0.8847222222222222,0.8847222222222222,0.986437908496732,0.9538888888888889,-0.634487901653229,0.8776175077603541,0.23055555555555554,2.895833333333333,0.3633719135802469,1.7864720239141472,0.9167246256524244,0.44861111111111107,5.791666666666666,1.5559164683585922,0.6177083333333333,30.838383838383837,0.34171514355413773,0.8076726864605652,10.114652581639874,1.3711255825633326,12.422059709028854,0.2523956716976977,0.16911895068320495,2.0155259131772936,83.34067399134862,0.8998761666132227,0.9318181818181818,0.20512796401520603,0.9583868188839326,9.74247365789169,0.16109182406077321,10.684931506849315,2.780821917808219,22.34246575342466,0.5473744292237444,0.16076864535768645,47.54794520547945,0.6513417151435541,0.8331668569254186,9.142789193302892,0.12874241607475054,2.555583611038786,0.7373737373737373,0.9416400825670858,0.39702760084925687,0.2647058823529412,0.7471180409784279,1.4901010101010104,2.9268638281873782,43.60606060606061,0.4404652586470768,0.5105601469237833,9.929292929292929,2.898989898989899,23.86868686868687,0.5669191919191919,0.17199775533108866,0.6711560044893378,7.21885521885522,0.10608009103379473
2,1270,31,55.0,74.0,224922.0,0.8471905923412055,10.0,3.6557066763905413,90.0,6.821991541714724,65.72549019607843,66.0,43.0,47.0,4.019036287923855,66.40960242402936,0.29562280818036696,224922.0,0.6939638600538254,90.39523260284506,0.9007384719273894,64.6542071415715,54.08326913195984,34.5,58.23653174437604,128.75230867899765,3.7319509762028305,51.0,0.16171840687864494,3.7777777777777772,0.024691358024691346,-0.02469135802469131,0.07407407407407411,0.002301779355853581,0.6000000000000001,0.1111111111111111,0.3060986113514961,0.07407407407407408,0.9444444444444443,0.9444444444444443,0.9888888888888889,0.9722222222222222,-0.024827695320678914,0.1012647373575525,0.1111111111111111,1.9444444444444444,0.8333333333333334,0.41720972246260707,0.06666666666666661,0.8888888888888888,3.888888888888889,0.3060986113514961,0.0462962962962963,35.3921568627451,0.5761245674740484,0.17608612072279892,4.285329798586101,1.9414455782312923,8.051112111511271,0.5359647562728795,0.30060336171505636,1.1145506190769203,43.64803854875283,0.9316587736077047,0.911764705882353,0.658784810727012,0.9697167304421768,4.164196720354808,0.29303254432560055,4.382352941176471,5.029411764705882,20.5,1.3251633986928104,0.31781045751633985,26.647058823529413,0.7837370242214533,0.8938929738562091,3.9579248366013076,0.2912837009803922,1.7389832426388439,0.6666666666666666,2.7794117647058822,0.14375000000000002,1.108695652173913,0.10911787883001901,2.5294117647058822,2.0261225911627587,22.764705882352942,0.4463667820069204,0.7958477508650519,4.254901960784314,3.7058823529411766,15.07843137254902,0.9716775599128541,0.2952069716775599,0.6503267973856208,2.856209150326797,0.20778867102396512
2,1264,31,88.8,162.8,801004.0,2.320826279519766,49.0,2.768871078199497,207.0,25.782716049382714,129.55555555555554,134.0,54.0,153.0,18.146938775510204,133.41697376604256,-0.18385469985235894,801004.0,0.2316049382716049,1015.446913580247,0.755267863874572,43.74055418208434,37.8021163428716,31.0,33.03583492179282,113.19595949289362,3.651482564286891,45.0,0.1743632092531026,19.410714285714285,16.524863772039424,-0.7510932944606401,2.250850340136054,0.03652126200274349,0.014921208874603797,1.0773809523809523,0.9624640295844505,0.30938208616780044,0.5773809523809524,0.530952380952381,0.9661006289308175,0.8750000000000001,-0.4953662732059277,0.8254528554948732,0.46800595238095233,4.267857142857142,0.24831703514739228,2.3494801741084355,0.7785229638285761,0.32440476190476186,8.535714285714285,1.6203135074417698,1.0061649659863945,10.422222222222222,0.22067901234567902,1.7698765432098766,15.390497076023392,1.2248803827751198,19.198511430090377,0.1647885687191765,0.14235660101582723,2.4934019921634176,39.91746411483253,0.9289665415169066,0.9500000000000001,0.10130620292575719,0.9695931353003722,15.018034788676236,0.1379456120139665,15.472222222222221,2.0277777777777777,32.0,0.2589542391030486,0.14680146132527086,26.944444444444443,0.7484567901234568,0.8829089506172839,13.910686728395062,0.13153332860922146,2.992687767897759,0.8,0.4652777777777778,0.16563604240282687,0.24000000000000005,7.9197617796147215,4.211965811965812,3.305618865049586,23.933333333333334,0.5318518518518518,0.4177777777777778,15.377777777777778,2.3777777777777778,36.48888888888889,0.2993856135046611,0.1409411690602167,0.754320987654321,11.828395061728397,0.11102141597379692
2,1263,39,128.1,178.60000000000002,1494452.0,1.6954196666110635,25.0,2.557432595193146,191.0,15.790725326991677,159.3448275862069,164.0,116.0,75.0,11.00945179584121,160.51920069917944,-0.6730196816732762,1494452.0,0.3656361474435196,375.63971462544583,0.6946870000342354,75.30518529496979,61.98386886924694,33.5,52.31353325958478,154.83556979968319,4.621957307453229,58.0,0.1325124241306386,9.0875,30.025,-3.1500000000000004,3.325,0.010468631122409465,0.8875,0.225,0.49273764861366665,0.1225,0.8875,0.8875,0.986764705882353,0.9550000000000001,-0.6555974301867513,0.7255583903713758,0.225,2.875,0.46625,1.4554820237218395,0.7499999999999963,0.5375,5.75,1.23048202372184,0.8875,21.20689655172414,0.3567708333333333,0.7051129607609987,8.800045093795093,1.1732503607503608,10.63183621933622,0.2322857794211961,0.20335428942199774,1.953242726181554,49.79295334295334,0.9050159850526613,0.9482758620689655,0.060632503341437924,0.9617379148629148,8.38755185786436,0.19668258415003204,8.604166666666666,1.7916666666666667,16.833333333333332,0.33738425925925924,0.20500578703703706,35.583333333333336,0.7413194444444444,0.8838252314814815,7.44458912037037,0.17986834490740744,2.3637290364303665,0.8275862068965517,0.33159722222222227,0.11786529680365296,0.8426150121065376,0.4161576100056287,3.2302558398220245,2.7498656375351382,31.517241379310345,0.5434007134363853,0.5184304399524375,8.89655172413793,2.5172413793103448,25.344827586206897,0.43702107279693486,0.20162835249042146,0.7649664750957854,6.485272988505747,0.1560171881651767
2,1264,35,79.0,139.20000000000002,324964.0,1.907822116856917,43.0,2.552180271353366,149.0,23.10562414266118,106.14814814814815,107.0,41.0,108.0,16.68480725623583,109.70735482958152,-0.35578663281308515,324964.0,0.2949245541838134,768.2743484224966,0.7924845800432306,43.511495426741135,34.17601498127012,15.0,34.482189180313895,73.88225099390857,4.9254833995939045,27.0,0.18582769620931677,15.0,0.02469135802469129,-0.02469135802469122,0.07407407407407407,0.014012091652695216,0.5000000000000001,0.2222222222222222,0.3060986113514961,0.07407407407407407,0.8888888888888888,0.8888888888888888,0.9914529914529915,0.9629629629629629,-0.09133918070709351,0.20961403791828412,0.2222222222222222,3.7777777777777772,0.7777777777777778,0.5283208335737182,0.16666666666666655,0.7777777777777778,7.5555555555555545,0.3060986113514961,0.07407407407407407,7.962962962962963,0.2847222222222222,1.0809327846364882,15.095441595441596,1.0865384615384617,16.335826210826212,0.12387869974675528,0.11631459718265273,2.0437900359314867,24.80769230769231,0.9445266272189349,0.9722222222222221,0.027736686390532547,0.9783653846153847,14.785345441595442,0.1144235715416271,15.166666666666666,1.375,20.541666666666668,0.1517939814814815,0.1190162037037037,18.75,0.78125,0.90625,13.822916666666666,0.11082175925925926,2.390336064760441,0.8888888888888888,0.109375,0.06839622641509432,0.9310344827586208,1.2701326995444644,10.370370370370368,2.5078121516798695,17.666666666666668,0.654320987654321,0.1728395061728395,15.074074074074074,1.6666666666666667,24.62962962962963,0.17377572016460907,0.11550411522633744,0.8333333333333334,12.685185185185185,0.10093621399176955
2,1270,27,132.0,181.9,2258813.0,1.681651704175249,31.5,2.0224153265988463,189.0,16.23842155009452,155.5326086956522,156.0,113.0,76.0,12.476261962844815,156.6917841413241,0.005443910653540085,2258813.0,0.33719281663516065,361.92284971644614,0.8435974453643545,101.13399541520148,81.93289937503738,62.0,85.31638017175432,232.53405460951842,3.7505492678954586,92.0,0.1200367456008855,9.35357624831309,6.538678886213228,0.710146498197022,1.5025120337436553,0.01302821754883428,0.6443336295711132,0.298110661268556,0.7485223459834582,0.17164564062497153,0.8509446693657221,0.8509446693657221,0.9824640787489085,0.9403778677462888,-0.38965046916403456,0.7558454245389907,0.298110661268556,2.980870445344129,0.2948724004290806,2.167096156278216,0.6983082837371395,0.4258434547908232,5.961740890688258,1.8689854950096603,0.4501556737530529,31.02173913043478,0.35420856075840274,0.6440217391304348,8.090512065095398,1.5443378226711562,12.86628928170595,0.2694181787005861,0.18629478621087417,2.0027994972075076,73.67856341189675,0.8781753172074908,0.907608695652174,0.31116986311550476,0.948250892411772,7.587410310668412,0.17785854542726648,7.627118644067797,4.203389830508475,37.779661016949156,0.6633709981167608,0.19656308851224105,34.25423728813559,0.5805802930192473,0.7884004237288136,5.787694209039548,0.15631865976145637,2.7290195190899875,0.6413043478260869,1.771904625107728,0.5141955835962145,0.2822085889570552,0.7307883725948698,1.4016872160934457,3.1106071835355245,33.91304347826087,0.3686200378071834,0.6275992438563327,8.206521739130435,3.652173913043478,32.92391304347826,0.589975845410628,0.18342391304347827,0.5785024154589372,4.382246376811595,0.11239851717659688
