m_id_1383,day_of_study,true_label,predicted_label
1383,11,0,0
1383,11,0,0
1383,11,0,0
1383,17,0,0
1383,17,0,0
1383,19,0,0
1383,19,0,0
1383,21,0,0
1383,27,0,0
1383,29,0,0
1383,29,0,0
1383,31,0,0
1383,31,0,0
1383,33,0,0
1383,35,0,0
1383,37,0,0
1383,37,0,0
1383,39,0,0
1383,39,0,0
1383,41,0,0
1383,41,0,0
1383,41,0,0
1383,43,0,0
1383,43,0,0
1383,43,0,0
1383,45,0,0
1383,45,0,0
1383,45,0,0
1383,47,0,0
1383,47,0,0
1383,47,0,0
1383,47,0,0
1383,49,0,0
1383,49,0,0
1383,49,0,0
