accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.7141915177748486,0.4071097529186475,0.7141915177748486,0.814219505837295,0.5,0.7698879551820729,1.0,0.07926355990838187,0.006282711929349642,0.1946982584920314,0.015432477076040754
