accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.7874194329984704,0.5834710435468458,0.7874194329984704,0.8336087537603578,0.6111111111111112,0.819697323373794,1.0,0.3211812708531465,0.10315740874684226,0.5504665131293006,0.17679953424896905
