accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.6553898179756811,0.42851080690422183,0.6553898179756811,0.7570216138084436,0.6,0.7282913165266106,1.0,0.21591232129792468,0.04661813048825826,0.5038666885854856,0.10879102635719072
