accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,true_positives,false_negatives,false_positives,true_negatives,days_of_study_in_train,days_of_study_in_test,percentage_of_data_in_train,percentage_of_data_in_test
0.9629629629629629,0.9179331306990881,0.9629629629629629,0.9652144545761566,0.75,1.0,1.0,3,0,1,23,[ 9 10 11 13 14 15 17 18 19 20 21 22 23 25 27 29 31 33 35 37],[37 39 41],81.87919463087249,9.060402684563758
