feature,importance
rolling_mean_3_log-sigma-2-0-mm-3D_glszm_ZoneEntropy,0.15608218
rolling_mean_3_logarithm_glszm_HighGrayLevelZoneEmphasis,0.08824544
rolling_mean_3_original_shape2D_Elongation,0.06999557
original_shape2D_MajorAxisLength,0.049120497
rolling_mean_3_log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.048496533
delta_2_day_of_study,0.046031304
rolling_mean_3_log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.04239159
logarithm_glszm_HighGrayLevelZoneEmphasis_lag_1,0.031881552
original_shape2D_Elongation,0.02680552
slope_3_wavelet-LL_gldm_DependenceNonUniformityNormalized,0.023310082
exponential_gldm_DependenceEntropy,0.020919472
log-sigma-2-0-mm-3D_glcm_JointEntropy_lag_1,0.020633496
rolling_mean_3_log-sigma-1-0-mm-3D_firstorder_Skewness,0.019088676
logarithm_firstorder_Kurtosis,0.016549967
exponential_glcm_ClusterProminence,0.016477805
rolling_mean_3_exponential_glrlm_GrayLevelNonUniformityNormalized,0.016359005
log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.015621808
log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.013582444
wavelet-HH_firstorder_Skewness,0.01234944
slope_3_original_shape2D_MajorAxisLength,0.011648518
rolling_mean_3_original_ngtdm_Busyness,0.011014011
exponential_glszm_SmallAreaHighGrayLevelEmphasis,0.010875079
rolling_mean_3_wavelet-HH_gldm_DependenceEntropy,0.010594189
slope_3_day_of_study,0.010129197
rolling_mean_3_wavelet-LH_firstorder_Skewness,0.009633703
delta_2_exponential_firstorder_Entropy,0.009439853
rolling_mean_3_log-sigma-2-0-mm-3D_glcm_JointEntropy,0.008988363
rolling_mean_3_squareroot_glcm_ClusterShade,0.008816713
rolling_mean_3_log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.008146696
log-sigma-3-0-mm-3D_glcm_JointEntropy,0.007907195
original_firstorder_Kurtosis,0.0076677212
delta_2_exponential_glrlm_GrayLevelNonUniformityNormalized,0.007533691
rolling_mean_3_original_glrlm_RunEntropy,0.0072623193
square_gldm_DependenceNonUniformityNormalized,0.0067371186
logarithm_glszm_SmallAreaHighGrayLevelEmphasis,0.005824781
rolling_mean_3_wavelet-LL_glrlm_LongRunLowGrayLevelEmphasis,0.0055545233
slope_3_wavelet-LH_firstorder_Skewness,0.0054776953
log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_lag_1,0.0054423152
delta_2_log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.0052949134
original_firstorder_Range,0.00492645
original_ngtdm_Busyness_lag_1,0.0047617485
slope_3_original_glrlm_LongRunHighGrayLevelEmphasis,0.0044842125
day_of_study,0.004316885
wavelet-LH_firstorder_Skewness_lag_1,0.0043108794
rolling_mean_3_log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.0041662944
original_shape2D_Elongation_lag_1,0.004036816
log-sigma-1-0-mm-3D_gldm_DependenceEntropy_lag_1,0.0040163724
wavelet-LH_firstorder_Skewness,0.0038380274
rolling_mean_3_original_gldm_DependenceNonUniformityNormalized,0.0035098004
square_glszm_GrayLevelVariance,0.0034591095
rolling_mean_3_wavelet-LL_gldm_DependenceNonUniformityNormalized,0.0032813204
slope_3_log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.0032092829
slope_3_original_gldm_DependenceNonUniformityNormalized,0.003107737
log-sigma-1-0-mm-3D_firstorder_Skewness,0.0028341168
squareroot_glszm_SmallAreaHighGrayLevelEmphasis,0.0027343775
delta_2_log-sigma-1-0-mm-3D_ngtdm_Busyness,0.0024709469
squareroot_ngtdm_Busyness,0.0024429883
delta_2_square_glszm_LargeAreaHighGrayLevelEmphasis,0.0023088388
exponential_glrlm_GrayLevelNonUniformityNormalized,0.002272771
rolling_mean_3_exponential_gldm_DependenceEntropy,0.0022641267
rolling_mean_3_wavelet-LL_glrlm_LongRunHighGrayLevelEmphasis,0.0022410369
squareroot_gldm_DependenceEntropy,0.0018442653
square_glrlm_LongRunHighGrayLevelEmphasis,0.0018128225
log-sigma-3-0-mm-3D_firstorder_Entropy,0.001634488
slope_3_log-sigma-1-0-mm-3D_ngtdm_Busyness,0.0015315694
slope_3_square_glszm_GrayLevelNonUniformityNormalized,0.0015301445
rolling_mean_3_exponential_firstorder_Entropy,0.0014145552
rolling_mean_3_logarithm_glszm_GrayLevelVariance,0.0013202844
rolling_mean_3_day_of_study,0.0012557079
slope_3_original_ngtdm_Busyness,0.0012006568
log-sigma-2-0-mm-3D_firstorder_Kurtosis,0.0009946211
delta_2_log-sigma-2-0-mm-3D_glszm_ZoneEntropy,0.00097646134
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.00095102313
logarithm_glszm_SizeZoneNonUniformity,0.0009329623
log-sigma-3-0-mm-3D_glcm_ClusterProminence,0.0009127368
log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_lag_1,0.00090902444
square_firstorder_Maximum,0.0008483266
rolling_mean_3_log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.0007526326
rolling_mean_3_log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.00071055494
