feature,importance
delta_2_wavelet-LH_firstorder_Skewness,0.06988198
rolling_mean_3_log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.0697721
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.06210432
slope_3_wavelet-LL_gldm_DependenceNonUniformityNormalized,0.051280305
rolling_mean_3_original_shape2D_Elongation,0.050125916
original_firstorder_Range,0.043849993
rolling_mean_3_original_glrlm_RunEntropy,0.040328804
rolling_mean_3_wavelet-LH_firstorder_Skewness,0.03942293
rolling_mean_3_log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.038934603
original_shape2D_Elongation,0.03866986
rolling_mean_3_original_ngtdm_Busyness,0.03824954
delta_2_logarithm_glszm_SmallAreaHighGrayLevelEmphasis,0.03749493
log-sigma-2-0-mm-3D_glcm_JointEntropy_lag_1,0.03505037
rolling_mean_3_log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.034062613
wavelet-LH_firstorder_Skewness,0.02626811
delta_2_log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.02254637
squareroot_glszm_GrayLevelNonUniformity,0.020383438
rolling_mean_3_log-sigma-2-0-mm-3D_glcm_JointEntropy,0.016977157
slope_3_exponential_glrlm_ShortRunHighGrayLevelEmphasis,0.016388558
exponential_gldm_DependenceEntropy,0.016028069
squareroot_firstorder_Entropy,0.015947985
exponential_firstorder_Entropy,0.014260007
slope_3_square_glszm_HighGrayLevelZoneEmphasis,0.012827665
rolling_mean_3_log-sigma-2-0-mm-3D_gldm_DependenceEntropy,0.011539455
slope_3_square_glszm_GrayLevelNonUniformityNormalized,0.011298418
day_of_study,0.0108531825
rolling_mean_3_log-sigma-1-0-mm-3D_firstorder_Skewness,0.009897918
log-sigma-2-0-mm-3D_glszm_ZoneEntropy_lag_1,0.009845026
squareroot_firstorder_90Percentile,0.00944497
rolling_mean_3_log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.009197415
rolling_mean_3_exponential_firstorder_Entropy,0.008294258
rolling_mean_3_logarithm_glszm_GrayLevelVariance,0.0073830225
slope_3_original_shape2D_MajorAxisLength,0.00705276
log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.0065394575
delta_2_log-sigma-3-0-mm-3D_firstorder_Range,0.005862847
original_firstorder_10Percentile_lag_1,0.004190025
rolling_mean_3_logarithm_glszm_HighGrayLevelZoneEmphasis,0.003866033
rolling_mean_3_log-sigma-1-0-mm-3D_ngtdm_Busyness,0.003527784
wavelet-HH_gldm_DependenceEntropy_lag_1,0.0034314175
exponential_glcm_ClusterProminence,0.0034285984
slope_3_square_glszm_LargeAreaHighGrayLevelEmphasis,0.0033215485
logarithm_gldm_DependenceNonUniformityNormalized,0.0032470783
rolling_mean_3_log-sigma-3-0-mm-3D_firstorder_Range,0.0032187256
rolling_mean_3_squareroot_glszm_SizeZoneNonUniformityNormalized,0.0032111942
