accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,true_positives,false_negatives,false_positives,true_negatives,days_of_study_in_train,days_of_study_in_test,percentage_of_data_in_train,percentage_of_data_in_test
0.9302325581395349,0.4819277108433735,0.9302325581395349,0.9638554216867469,0.0,1.0,1,0,0,3,40,"[11 14 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 10 15 13  9 18 20
 22 49]",[11 15 17 19 21 23 25 27 29 31 33 35 37 39],85.57046979865773,14.429530201342283
