feature,Fold_0_importance,Fold_1_importance,Fold_2_importance,Fold_3_importance,Fold_4_importance,Fold_5_importance,Fold_6_importance,Fold_7_importance,Fold_8_importance,Fold_9_importance,Fold_10_importance,Fold_11_importance,Fold_12_importance,Fold_13_importance,Fold_14_importance,mean_importance,std_importance,variance,cv
log-sigma-2-0-mm-3D_glcm_ClusterProminence,0.0,0.0,0.0,0.001709817,0.0,0.0005162625,0.00025209275,0.0,0.0,0.00023841493,0.0,0.0,0.0,0.0,0.0,0.00018110581200000002,0.00044868091181198087,2.0131456062443056e-07,2.477451755176034
log-sigma-2-0-mm-3D_glcm_JointEntropy,0.0,0.0,0.004417631,0.0,0.0063972487,0.025560746,0.0,0.0,0.0,0.014394128,0.040691063,0.015026209,0.014513092,0.022580544,0.0,0.009572044113333334,0.012388597452158442,0.00015347734683162663,1.2942478435616278
log-sigma-2-0-mm-3D_glcm_JointEntropy_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03505037,0.00027870553,0.010789539,0.0,0.00035173335,0.031530235,0.002781585,0.00556254,0.005756313858666666,0.01159110351278778,0.0001343536806441612,2.0136329945484635
log-sigma-2-0-mm-3D_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
log-sigma-2-0-mm-3D_gldm_DependenceEntropy_lag_1,0.0,0.0,0.0,0.0,0.010782962,0.0,0.03845373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003282446133333333,0.010118387897898769,0.00010238177365234426,3.0825754595471513
log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019980391,0.0,0.0,0.0,0.0,0.0,0.0,0.0013320260666666666,0.00515891477291417,2.661440163419206e-05,3.8729833462074166
log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0026633807,0.0023119494,0.0063862153,0.006429205,0.0006460009,0.0,0.0,0.007740442,0.0012578231,0.0018290010933333335,0.002755414579243572,7.59230950350803e-06,1.506513358186058
log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010339245,0.0,0.053278364,0.035053942,0.007004271,0.0033616486,0.010356544,0.007959600973333333,0.015564503318634107,0.00024225376355577213,1.9554376369844557
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.020094762,0.0009821701,0.0,0.004803024,0.0,0.0037528167,0.0,0.0,0.0,0.0019755181866666664,0.005232977226088084,2.7384050648756535e-05,2.648913718641992
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.010456293,0.0,0.02544196,0.0,0.0,0.0,0.0,0.0,0.005139741,0.0,0.0,0.027714755,0.0045835166,0.009396133733249093,8.828732913310153e-05,2.049983572274854
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
log-sigma-2-0-mm-3D_glszm_ZoneEntropy,0.009855224,0.0,0.0,0.018496597,0.0,0.0,0.0060297674,0.0,0.0,0.0,0.0,0.0,0.021806126,0.0,0.0,0.0037458476266666665,0.007273455408261209,5.2903153575964234e-05,1.9417381947096632
log-sigma-2-0-mm-3D_glszm_ZoneEntropy_lag_1,0.0,0.0,0.007457796,0.0,0.0,0.0,0.0,0.009845026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011535214666666667,0.0030773838785958132,9.47029153624141e-06,2.667816739890013
log-sigma-2-0-mm-3D_ngtdm_Busyness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
log-sigma-3-0-mm-3D_firstorder_90Percentile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00090878695,0.0,0.0,6.058579666666667e-05,0.0002346477815067088,5.5059581366020155e-08,3.8729833462074166
log-sigma-3-0-mm-3D_firstorder_Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.0,0.0,0.0015523421,0.0,0.0009560321,0.0,0.0,0.0,0.0,0.0,0.0013706238,0.0003153213,0.0006218674,0.00045734947,0.00039874142,0.0003781518393333333,0.000528589809376316,2.7940718657649004e-07,1.3978242451714602
log-sigma-3-0-mm-3D_firstorder_Kurtosis_lag_1,0.0,0.0025972147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002564819,0.0,0.004119092,0.0,0.00046485257333333337,0.0012111655349694116,1.466921953097741e-06,2.605483124003096
log-sigma-3-0-mm-3D_firstorder_Maximum,0.014500256,0.0,0.0,0.0,0.0013907846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010594027066666667,0.0037355119599952265,1.3954049603267378e-05,3.5260547632059036
log-sigma-3-0-mm-3D_firstorder_Range,0.0,0.00952349,0.0,0.048363835,0.011684072,0.0011632045,0.00068361615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00476121451,0.012615347392828285,0.0001591469898417394,2.6496070207154525
log-sigma-3-0-mm-3D_firstorder_Range_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028178233,0.0,0.0,0.0,0.0,0.00030537846,0.0,3.9144052666666665e-05,0.00010339709599563882,1.069095946033135e-08,2.6414509727984092
log-sigma-3-0-mm-3D_firstorder_Skewness,0.0,0.0,0.008380022,0.0009212883,0.0012958345,0.0,0.001192814,0.0007139445,0.00057984743,0.00086833956,0.0005521911,0.0,0.0013392466,0.00035919333,0.00028819742,0.001099394582666667,0.0020694380511660595,4.282573847613979e-06,1.8823433222187405
log-sigma-3-0-mm-3D_glcm_Autocorrelation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
log-sigma-3-0-mm-3D_glcm_ClusterProminence,0.0,0.0,0.0,0.0,0.018106315,0.0019448712,0.0,0.0014441748,0.0016091963,0.010173234,0.006375977,0.0013467796,0.00090839044,0.0,0.0006779439,0.0028391254826666667,0.005089437149564117,2.5902370499363323e-05,1.7926073294878924
log-sigma-3-0-mm-3D_glcm_ClusterShade,0.0,0.0,0.032038577,0.0009306615,0.0013337724,0.00094816094,0.00055262714,0.0,0.00026519006,0.0,0.00026026744,0.0,0.0,0.0,0.0,0.0024219504319999995,0.008204834412161228,6.731930773098509e-05,3.387697082382415
log-sigma-3-0-mm-3D_glcm_Imc1,0.0,0.0,0.0,0.0,0.009658583,0.0,0.0005110125,0.0,0.0,0.0019023485,0.0,0.0,0.0,0.0,0.0,0.0008047962666666667,0.0024993261048286085,6.246630978277745e-06,3.1055388902093255
log-sigma-3-0-mm-3D_glcm_Imc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
log-sigma-3-0-mm-3D_glcm_JointEntropy,0.0,0.0,0.0,0.010848247,0.0,0.0,0.005929893,0.0,0.0,0.0072180387,0.033422202,0.017823098,0.009160256,0.008926159,0.0058422564,0.00661134334,0.009187434114116667,8.44089456012347e-05,1.3896471022055052
log-sigma-3-0-mm-3D_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.023415713,0.0,0.034864873,0.0,0.0,0.018802442,0.0,0.0,0.0,0.005138868533333333,0.011088176659089915,0.00012294766162318637,2.1577077886243483
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210432,0.030607944,0.008694334,0.0,0.0,0.0,0.0,0.0,0.006760439866666666,0.017287136081100576,0.0002988450738864894,2.5571022628774966
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0010223298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.815532000000001e-05,0.0002639644193154373,6.967721466453601e-08,3.8729833462074166
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014219236,0.0,0.0,0.0,0.0,0.0,9.479490666666667e-05,0.00036713909482528645,1.3479111494913067e-07,3.872983346207417
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.0,0.011532845,0.0023639996,0.007296081,0.0,0.0,0.0,0.0,0.0,0.0028169623,0.010314463,0.0067101982,0.0013036003,0.0,0.0001923986,0.0028353698666666667,0.004073648295307655,1.6594610433862963e-05,1.4367255373623407
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013897401,0.0,0.011033736,0.0,0.0,0.0,0.016235597,0.0027444489333333334,0.005766254636143124,3.3249692528842065e-05,2.1010610057661325
log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0031613663,0.0,0.0,0.0,0.0,0.00031786837,0.0,0.00020514577,0.0002882542,0.00026484230933333336,0.0008092470363595269,6.548807658566773e-07,3.0555806524893265
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,0.0,0.0,0.0,0.0012952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.634666666666667e-05,0.0003344192020005231,1.1183620266666668e-07,3.872983346207417
log-sigma-3-0-mm-3D_ngtdm_Busyness,0.0,0.0,0.0,0.0030657568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020438378666666666,0.0007915750019948097,6.26590983783083e-07,3.872983346207418
logarithm_firstorder_Kurtosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019186033,0.009771487,0.0120406225,0.0027332095,0.005955225185213466,3.546470700660076e-05,2.1788396334834434
logarithm_glcm_Autocorrelation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041201248,0.0,0.00027006344,0.0,0.0,0.0,0.0,4.5471728e-05,0.00012296148484987202,1.5119526756485307e-08,2.7041304621164173
logarithm_glcm_Autocorrelation_lag_1,0.0,0.0,0.0,0.0,0.0014596452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020127118,0.0,0.0,0.00011072775866666667,0.00037674969425444783,1.4194033212081993e-07,3.402486411637844
logarithm_glcm_ClusterShade,0.0,0.037088096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024725397333333335,0.009576105210036127,9.170179099368106e-05,3.8729833462074166
logarithm_glcm_Imc1,0.0,0.0045120358,0.0,0.01335243,0.0,0.0,0.0005599443,0.0003569893,0.002188513,0.0020487467,0.0024134794,0.00041262072,0.0,0.0,0.00013563837,0.001732026506,0.0034753066084123522,1.2077756022474567e-05,2.006497358079318
logarithm_gldm_DependenceEntropy,0.0,0.002029545,0.0,0.0,0.0,0.0979069,0.00019452292,0.0,0.0,0.0091137355,0.02001771,0.00067281694,0.00055125565,0.00068563514,0.00074752414,0.008794643019333333,0.02523501834730058,0.0006368061509885968,2.869362439365218
logarithm_gldm_DependenceNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0018210678,0.0032470783,0.0016525374,0.0,0.0,0.0,0.01895175,0.0,0.0,0.0017114955666666667,0.004868420521355916,2.370151837275941e-05,2.8445417073663366
logarithm_glrlm_GrayLevelVariance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
logarithm_glrlm_LongRunHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003937603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6250686666666667e-05,0.0001016684722865091,1.0336478257072669e-08,3.872983346207417
logarithm_glrlm_LongRunLowGrayLevelEmphasis,0.0,0.0,0.0,0.017875947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011917298,0.004615549668579095,2.1303298743120593e-05,3.8729833462074166
logarithm_glszm_GrayLevelNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
logarithm_glszm_GrayLevelNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021798711,0.0,0.0,0.0,0.0014532473999999999,0.005628402978119228,3.16789200841014e-05,3.872983346207417
logarithm_glszm_GrayLevelVariance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
logarithm_glszm_GrayLevelVariance_lag_1,0.0,0.0,0.07447784,0.0,0.0,0.0,0.00022119601,0.0,0.0,0.0,0.0036483437,0.0040216884,0.006279999,0.03332267,0.0018695077,0.008256082987333333,0.020190825632456548,0.00040766943972026437,2.4455696076981983
logarithm_glszm_HighGrayLevelZoneEmphasis,0.0,0.0,0.0,0.0,0.00023474738,0.0,0.0,0.0,0.0,0.0,0.0,0.00021768408,0.0,0.0,0.0,3.0162097333333332e-05,7.966286523716623e-05,6.346172097794907e-09,2.6411580188466415
logarithm_glszm_HighGrayLevelZoneEmphasis_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071712226,0.0,0.0,0.0,0.0,0.0,0.004780815066666667,0.018516017134497503,0.00034284289052500513,3.872983346207417
logarithm_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
logarithm_glszm_LargeAreaLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
logarithm_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00056203024,0.0,0.0,3.7468682666666666e-05,0.0001451155839723305,2.1058532711630505e-08,3.872983346207417
logarithm_glszm_SizeZoneNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
logarithm_glszm_SmallAreaHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
logarithm_glszm_SmallAreaHighGrayLevelEmphasis_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
logarithm_ngtdm_Busyness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
logarithm_ngtdm_Complexity,0.0,0.0,0.0,0.0,0.0,0.0,0.017472766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011648510666666667,0.004511448782011946,2.035317011271707e-05,3.872983346207417
original_firstorder_10Percentile,0.06725963,0.0,0.019428575,0.0007712484,0.0,0.0015838455,0.0,0.0,0.06880499,0.0,0.0,0.0070442907,0.0,0.0,0.0,0.01099283864,0.02371789846270405,0.0005625387074871391,2.1575772409140037
original_firstorder_10Percentile_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004190025,0.0,0.0,0.0,0.0005050913,0.0,0.0,0.0,0.0003130077533333333,0.0010804039891652625,1.1672727798042125e-06,3.451684431646334
original_firstorder_90Percentile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093069775,0.0,0.0014880894,0.0,0.0,0.0007196711266666667,0.002406321173931182,5.7903815921095415e-06,3.3436400110653994
original_firstorder_90Percentile_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034960627,0.0,0.0,0.0,2.3307084666666665e-05,9.026795076264623e-05,8.148302934887525e-09,3.8729833462074166
original_firstorder_Entropy,0.0,0.0,0.0,0.0,0.0,0.0067040385,0.00898241,0.0,0.006206011,0.0,0.0,0.016056744,0.0,0.0,2.870484e-05,0.002531860556,0.0048241022693616955,2.327196270526066e-05,1.9053585940700977
original_firstorder_Kurtosis,0.0,0.012272852,0.0,0.000888312,0.0,0.0,0.0,0.0,0.0016967218,0.0,0.008209529,0.006937719,0.0,0.0053939484,0.0043031913,0.0026468182333333336,0.0038945621789170594,1.5167614565451193e-05,1.4714127815314124
original_firstorder_Maximum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
original_firstorder_Maximum_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
original_firstorder_Mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
original_firstorder_Minimum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045249267,0.0,0.00030166178,0.0011683310501272855,1.3649974426915256e-06,3.872983346207416
original_firstorder_Range,0.0,0.0,0.015456233,0.09895558,0.03978042,0.0,0.0013720314,0.043849993,0.027283812,0.0,0.0038249814,0.004600906,0.0016224644,0.0008294141,0.0026691894,0.01601633498,0.027361460692219598,0.0007486495312118782,1.7083471797003833
original_glcm_Autocorrelation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.351736e-05,0.0,0.0,0.0,4.234490666666667e-06,1.6400111831670744e-05,2.689636680913067e-10,3.8729833462074166
original_glcm_ClusterShade,0.0,0.0,0.0,0.0006619148,0.0,0.0,0.013396969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00093725892,0.0034510877720202384,1.1910006810187613e-05,3.682107151373111
original_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011077928,0.0,0.00064690656,0.0,0.0007816556373333334,0.0028532461943739295,8.141013845709312e-06,3.650259856255826
original_gldm_DependenceNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014951956,0.0,0.0,9.967970666666666e-06,3.860578438748404e-05,1.4904065881729066e-09,3.872983346207417
original_gldm_DependenceNonUniformityNormalized_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
original_glrlm_LongRunHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
original_glrlm_LongRunHighGrayLevelEmphasis_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
original_glrlm_LongRunLowGrayLevelEmphasis,0.0,0.0,0.0,0.011578838,0.0,0.0,0.0,0.0,0.0,0.0016020024,0.0,0.0,0.00020543882,0.00020493192,0.00015158643,0.0009161865046666667,0.0029779201286445336,8.868008292586275e-06,3.250342712402188
original_glrlm_RunEntropy,0.0,0.0,0.0,0.0,0.0,0.0021430445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014286963333333332,0.0005533317105787601,3.0617598193201675e-07,3.872983346207418
original_glrlm_RunEntropy_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002403785,0.0,0.0,0.0,0.0,0.0,0.0,0.0007986619,0.00021349645999999998,0.0006398845922870242,4.0945229144633115e-07,2.997167223695532
original_glszm_GrayLevelNonUniformity,0.0,0.0,0.0079533635,0.0,0.0,0.0,0.0,0.0,0.0,1.3283348e-05,0.0,0.00016512518,0.0,0.0,0.0,0.0005421181351999999,0.002050697662605957,4.2053609034175345e-06,3.7827505288112286
original_glszm_GrayLevelVariance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042562358,0.0,1.9207038e-05,0.0,0.0,0.0,0.0028387710025333333,0.010989200462785892,0.00012076252681129366,3.8711119893006782
original_glszm_LargeAreaLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00084416295,0.0,0.0,0.0,0.0,0.0,5.627753e-05,0.00021796193645568827,4.7507405743513494e-08,3.8729833462074166
original_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0006752893,0.0,0.0014537674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014193711333333333,0.0004024268460474931,1.619473664197327e-07,2.8352475021977557
original_glszm_SizeZoneNonUniformity_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
original_glszm_ZoneEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
original_ngtdm_Busyness,0.0,0.0,0.0,0.0,0.0,0.011515852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000958995,0.0008316564666666667,0.002965994551551948,8.79712367983584e-06,3.5663698539372235
original_ngtdm_Busyness_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002574367,0.0,0.0,0.0,0.0,0.0,0.0,0.00017162446666666668,0.0006646987012017301,4.418243633792668e-07,3.8729833462074175
original_ngtdm_Coarseness,0.0,0.0,0.0,0.0,0.0,0.0,0.0074179387,0.0,0.050448973,0.0,0.0,0.0,0.0,0.0,0.0,0.0038577941133333335,0.013029872436604629,0.00016977757571418905,3.3775447973158284
original_ngtdm_Coarseness_lag_1,0.0,0.0,0.0074304733,0.007861778,0.0,0.0,0.0,0.0,0.0,0.0,0.0051131044,0.0,0.0,0.0,0.0,0.0013603570466666668,0.0028710967786390504,8.243196712311532e-06,2.110546481656566
original_shape2D_Elongation,0.0,0.025737865,0.024833472,0.0050071226,0.0092788255,0.011077489,0.00527525,0.03866986,0.092356816,0.04617639,0.07385508,0.072503194,0.033149663,0.013268486,0.040881895,0.03280476054,0.028301347703377732,0.000800966281827484,0.8627207526440835
original_shape2D_Elongation_lag_1,0.0,0.0,0.0,0.0,0.0011378815,0.002708929,0.013183245,0.0,0.0077855624,0.009353139,0.004462667,0.0029766895,0.002935217,0.0020200089,0.0047786217,0.0034227973999999997,0.003956019979169179,1.5650094075585708e-05,1.1557856095044303
original_shape2D_MajorAxisLength,0.0,0.005205358,0.00032866938,0.0,0.0,0.0,0.0045516607,0.0,0.0,0.0,0.053042598,0.00027962914,0.0,0.0,0.0,0.004227194348,0.013610603022241081,0.00018524851462903806,3.219772241766132
original_shape2D_MajorAxisLength_lag_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00092284114,0.00023666158,0.00016421388,0.0,8.824777333333333e-05,0.00024168982912504077,5.841397350249141e-08,2.738764050307756
rolling_mean_3_day_of_study,0.0,0.018350016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002525525,0.0068615205,0.023850095,0.0073777926,0.0017450374,0.0,0.0040473324333333335,0.007419916925767917,5.505516718529721e-05,1.8332857624094308
rolling_mean_3_exponential_firstorder_Entropy,0.007586043,0.0013628639,0.0020337931,0.0,0.0029701355,0.0,0.0,0.008294258,0.0,0.0,0.025043681,0.0046810037,0.0,0.0,0.0025373623,0.0036339426999999996,0.006538954969738178,4.275793209626362e-05,1.799410587772388
rolling_mean_3_exponential_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048916806,0.0031543938,0.0020749948,0.0023245567,0.0008297083933333333,0.0015413738384941814,2.375833309994287e-06,1.8577295961798692
rolling_mean_3_exponential_glrlm_GrayLevelNonUniformityNormalized,0.1773188,0.0,0.0,0.0,0.0,0.0061081103,0.006200578,0.0031775094,0.0,0.0,0.0,0.0016874576,0.0,0.014327413,0.009711301,0.014568744619999999,0.04523471835476866,0.0020461797446352445,3.104915319379705
rolling_mean_3_exponential_glrlm_ShortRunHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
rolling_mean_3_log-sigma-1-0-mm-3D_firstorder_Skewness,0.0,0.0,0.0,0.0,0.001466862,0.0,0.00023376157,0.009897918,0.00144539,0.0,0.0009432603,0.005976203,0.0050497623,0.0,0.040021762,0.004335661278000001,0.010296119782243067,0.00010601008257029702,2.3747518825992255
rolling_mean_3_log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.0,0.0,0.010949779,0.0,0.0,0.007950918,0.0,0.0,0.0,0.0,0.0023862491,0.0,0.00021176042,0.00027381044,0.00024264403,0.0014676773993333335,0.0033453216638947994,1.1191177034923869e-05,2.279330366069787
rolling_mean_3_log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012305488,0.0,0.0010372583,0.0,0.000949506,0.0,0.0,0.0,0.00021448754,0.00044734480165172977,2.0011737156482546e-07,2.0856447029591076
rolling_mean_3_log-sigma-1-0-mm-3D_ngtdm_Busyness,0.0,0.0,0.0,0.16964114,0.0,0.0,0.0,0.003527784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011544594933333334,0.04374552757370834,0.0019136711827020764,3.789264831406038
rolling_mean_3_log-sigma-2-0-mm-3D_glcm_JointEntropy,0.0,0.0036162427,0.0,0.0,0.0,0.0,0.0,0.016977157,0.0,0.0,0.01591638,0.0075649167,0.015345298,0.017661108,0.010825171,0.005860418226666666,0.007374036958208253,5.437642106102122e-05,1.2582782786140017
rolling_mean_3_log-sigma-2-0-mm-3D_gldm_DependenceEntropy,0.0,0.0,0.0,0.0041972236,0.0,0.0,0.0,0.011539455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010491119066666668,0.0030968436783599925,9.590440768198249e-06,2.9518716341706237
