m_id_1383,day_of_study,true_label,predicted_label
1383,11,0,1
1383,11,0,1
1383,17,0,1
1383,19,0,1
1383,21,0,1
1383,23,0,1
1383,23,0,1
1383,27,0,1
1383,27,0,1
1383,29,0,1
1383,31,0,1
