AUC,Sensitivity,Specificity,PPV,NPV,Accuracy,TP,TN,FP,FN
0.8682732497387671,0.8181818181818182,0.7586206896551724,0.4909090909090909,0.9361702127659575,0.7718120805369127,54,176,56,12
