mouse_id,y_true,y_pred_vote,y_proba_mean
1263,0,0,0.4008291402299489
1264,0,0,0.41268927915844805
1270,0,0,0.28223255917776463
1276,1,1,0.9035510136967614
1281,1,1,0.9792037159204483
1284,1,1,0.9488335624337196
1285,1,1,0.6321900749907774
1380,0,0,0.14679579064249992
1382,1,0,0.3987740953452885
1383,0,0,0.48271175058082094
