accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.774074074074074,0.6435580480709369,0.774074074074074,0.7687183449851148,0.4239316239316239,0.5038888888888888,0.7702842447598585,0.1769433459506462,0.031308947676210064,0.2749454326319643,0.04864976480374775
