accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.6728789586096685,0.38252209088734135,0.6728789586096685,0.7650441817746827,0.5,0.7355742296918767,1.0,0.12254466839227758,0.015017195751373277,0.3203597159787796,0.03925837516086377
