feature,importance
wavelet-HL_glszm_SizeZoneNonUniformity,0.08305732
square_ngtdm_Coarseness,0.061741278
original_firstorder_Kurtosis,0.059793364
squareroot_glcm_Imc1,0.048747543
original_firstorder_Mean,0.042988114
squareroot_firstorder_90Percentile,0.040433712
log-sigma-1-0-mm-3D_glszm_ZoneEntropy,0.03952703
original_glszm_SizeZoneNonUniformityNormalized,0.038071435
log-sigma-2-0-mm-3D_firstorder_Kurtosis,0.030111069
logarithm_glrlm_LongRunEmphasis,0.028323326
logarithm_glszm_SmallAreaHighGrayLevelEmphasis,0.028112473
original_firstorder_10Percentile,0.027788581
logarithm_ngtdm_Coarseness,0.024513299
original_glcm_Imc1,0.024428645
wavelet-LL_glszm_LargeAreaHighGrayLevelEmphasis,0.023995517
log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.023677204
wavelet-LH_gldm_DependenceVariance,0.021933664
squareroot_glszm_SizeZoneNonUniformity,0.021649526
logarithm_glcm_MCC,0.01660257
logarithm_glszm_LargeAreaHighGrayLevelEmphasis,0.015607571
squareroot_glszm_ZoneEntropy,0.014763365
logarithm_glcm_ClusterProminence,0.014485986
original_glcm_MCC,0.013342338
log-sigma-3-0-mm-3D_ngtdm_Strength,0.012876776
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.011947864
original_firstorder_Range,0.011212758
log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.011044258
wavelet-HH_glszm_LargeAreaEmphasis,0.010358821
wavelet-HH_glszm_LargeAreaLowGrayLevelEmphasis,0.009582889
logarithm_ngtdm_Strength,0.009044884
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.008608522
exponential_firstorder_Entropy,0.008568289
log-sigma-1-0-mm-3D_glcm_JointEntropy,0.008417011
wavelet-LH_gldm_DependenceEntropy,0.0076100873
wavelet-LL_gldm_DependenceVariance,0.00718309
original_shape2D_Elongation,0.007075432
wavelet-HH_glrlm_RunEntropy,0.0068909554
squareroot_firstorder_Skewness,0.0066649416
squareroot_glcm_ClusterProminence,0.0066179032
wavelet-LL_glszm_LargeAreaLowGrayLevelEmphasis,0.0063389223
wavelet-LH_glcm_Autocorrelation,0.0063257865
square_glcm_ClusterShade,0.006288609
squareroot_glrlm_LongRunEmphasis,0.005295919
square_glszm_ZoneEntropy,0.0049105305
exponential_glcm_Correlation,0.004784727
logarithm_glszm_LargeAreaLowGrayLevelEmphasis,0.004731557
gradient_firstorder_90Percentile,0.0045089414
log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.00385242
log-sigma-3-0-mm-3D_ngtdm_Coarseness,0.0036664174
wavelet-LH_glrlm_LongRunHighGrayLevelEmphasis,0.0036393371
wavelet-LL_ngtdm_Busyness,0.0035289447
log-sigma-2-0-mm-3D_glcm_ClusterShade,0.0034164956
log-sigma-2-0-mm-3D_glszm_ZoneEntropy,0.0032695136
wavelet-HL_glszm_LargeAreaHighGrayLevelEmphasis,0.0030370352
original_glcm_ClusterProminence,0.0029290235
squareroot_glcm_DifferenceEntropy,0.0027693443
wavelet-LL_firstorder_MeanAbsoluteDeviation,0.0025069308
square_firstorder_Maximum,0.002402584
wavelet-HL_gldm_DependenceEntropy,0.0023887712
logarithm_glrlm_LongRunLowGrayLevelEmphasis,0.0022959376
gradient_glrlm_RunEntropy,0.0022853452
log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.0020825875
wavelet-LL_ngtdm_Strength,0.0020170629
log-sigma-2-0-mm-3D_firstorder_Range,0.00181554
logarithm_glcm_DifferenceEntropy,0.0017838184
wavelet-HL_ngtdm_Busyness,0.0017130375
day_of_study,0.0016746153
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.0015057632
original_shape2D_PerimeterSurfaceRatio,0.0013465872
log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.0012356293
wavelet-HH_glrlm_LongRunEmphasis,0.0011381838
log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.0009913497
log-sigma-1-0-mm-3D_firstorder_Minimum,0.0009455972
wavelet-HH_gldm_LargeDependenceEmphasis,0.00092777953
squareroot_glcm_ClusterShade,0.00091720285
log-sigma-1-0-mm-3D_glrlm_RunEntropy,0.00091394776
wavelet-LL_glcm_DifferenceEntropy,0.0008885143
wavelet-HH_glrlm_LongRunLowGrayLevelEmphasis,0.00086708437
original_shape2D_MajorAxisLength,0.0008620467
log-sigma-2-0-mm-3D_gldm_DependenceEntropy,0.00075130473
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.0006798365
