m_id,day_of_study,true_label,predicted_label
1285,23,1,0
1270,23,0,1
1276,23,1,0
1263,23,0,1
1263,23,0,1
1264,23,0,1
1264,23,0,1
1263,25,0,1
1263,25,0,1
