feature,importance
exponential_glszm_ZoneEntropy,0.076903254
original_firstorder_10Percentile,0.069136366
logarithm_glcm_MCC,0.05464385
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.049588088
wavelet-HL_glrlm_RunVariance,0.045494903
log-sigma-3-0-mm-3D_firstorder_Range,0.043222703
square_ngtdm_Coarseness,0.041706514
wavelet-LH_glrlm_RunVariance,0.03451106
squareroot_firstorder_90Percentile,0.03365928
exponential_gldm_LargeDependenceEmphasis,0.03233195
logarithm_glszm_SmallAreaHighGrayLevelEmphasis,0.032325234
square_glcm_ClusterShade,0.0304836
log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.025921345
exponential_glszm_SmallAreaHighGrayLevelEmphasis,0.02481526
log-sigma-2-0-mm-3D_glcm_Imc1,0.01965812
wavelet-LH_gldm_DependenceVariance,0.019256433
wavelet-HH_glszm_LargeAreaLowGrayLevelEmphasis,0.018935315
squareroot_glcm_DifferenceEntropy,0.018776815
gradient_glrlm_RunEntropy,0.018190047
wavelet-LH_gldm_DependenceEntropy,0.017920565
log-sigma-1-0-mm-3D_glszm_ZoneEntropy,0.016301502
original_glszm_SizeZoneNonUniformityNormalized,0.016148645
gradient_gldm_DependenceVariance,0.015823122
log-sigma-1-0-mm-3D_ngtdm_Busyness,0.0154299615
log-sigma-1-0-mm-3D_glcm_JointEntropy,0.01329055
original_glszm_ZoneEntropy,0.012177834
wavelet-HH_glrlm_RunVariance,0.011865051
log-sigma-3-0-mm-3D_ngtdm_Strength,0.011191698
log-sigma-2-0-mm-3D_firstorder_Range,0.01091272
squareroot_glrlm_LongRunEmphasis,0.010795601
logarithm_ngtdm_Strength,0.010740677
exponential_glrlm_LongRunLowGrayLevelEmphasis,0.010377493
squareroot_firstorder_Kurtosis,0.009404352
original_shape2D_Elongation,0.009118554
wavelet-HL_glszm_LargeAreaEmphasis,0.007662766
log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.0074074343
square_glszm_ZoneEntropy,0.006614504
original_glcm_DifferenceEntropy,0.005893587
log-sigma-2-0-mm-3D_glcm_ClusterShade,0.0054185083
day_of_study,0.005283489
wavelet-LL_gldm_DependenceVariance,0.005221533
wavelet-LH_glrlm_LongRunEmphasis,0.005175776
log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.0051256153
wavelet-LL_glcm_ClusterShade,0.0050606495
exponential_firstorder_Range,0.00463446
logarithm_glcm_DifferenceEntropy,0.004590213
original_firstorder_Kurtosis,0.004365426
gradient_firstorder_90Percentile,0.004294665
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,0.003783962
original_glcm_ClusterProminence,0.0036021383
wavelet-LL_glszm_ZoneEntropy,0.0032091585
exponential_ngtdm_Coarseness,0.0032006344
exponential_glrlm_ShortRunHighGrayLevelEmphasis,0.0023507366
wavelet-LL_glcm_DifferenceEntropy,0.0023460847
logarithm_glcm_ClusterShade,0.0022459032
wavelet-HL_glszm_LargeAreaHighGrayLevelEmphasis,0.002235471
exponential_glcm_Correlation,0.001954307
wavelet-LH_firstorder_Kurtosis,0.0017946362
squareroot_glrlm_LongRunLowGrayLevelEmphasis,0.001601637
log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.0014998255
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.0014879383
wavelet-LH_glrlm_LongRunHighGrayLevelEmphasis,0.0014764561
wavelet-HH_firstorder_Skewness,0.0012214881
wavelet-LL_ngtdm_Busyness,0.0012168974
log-sigma-3-0-mm-3D_ngtdm_Coarseness,0.0011054784
logarithm_glszm_SizeZoneNonUniformity,0.0010366861
square_glszm_LargeAreaHighGrayLevelEmphasis,0.0009810659
wavelet-HL_gldm_DependenceEntropy,0.0008391147
original_gldm_DependenceVariance,0.0007796132
exponential_glszm_SizeZoneNonUniformityNormalized,0.0007578939
original_shape2D_MajorAxisLength,0.0005360456
logarithm_glszm_LargeAreaLowGrayLevelEmphasis,0.00050866546
log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.0004210811
wavelet-LL_gldm_GrayLevelNonUniformity,0.0
original_firstorder_Skewness,0.0
original_glcm_Imc1,0.0
original_glcm_MCC,0.0
log-sigma-1-0-mm-3D_firstorder_Skewness,0.0
wavelet-LL_glcm_ClusterProminence,0.0
wavelet-LL_gldm_LargeDependenceEmphasis,0.0
wavelet-LL_firstorder_MeanAbsoluteDeviation,0.0
wavelet-HH_ngtdm_Busyness,0.0
wavelet-HH_glszm_SizeZoneNonUniformity,0.0
original_gldm_LargeDependenceEmphasis,0.0
original_firstorder_Range,0.0
original_firstorder_Minimum,0.0
wavelet-LL_glrlm_LongRunEmphasis,0.0
original_glrlm_LongRunEmphasis,0.0
wavelet-LL_glrlm_LongRunLowGrayLevelEmphasis,0.0
original_firstorder_Mean,0.0
wavelet-LL_glszm_LargeAreaHighGrayLevelEmphasis,0.0
original_firstorder_Maximum,0.0
original_firstorder_Entropy,0.0
wavelet-LL_glszm_LargeAreaLowGrayLevelEmphasis,0.0
wavelet-LL_glszm_SizeZoneNonUniformity,0.0
original_firstorder_90Percentile,0.0
wavelet-LL_ngtdm_Strength,0.0
original_shape2D_PerimeterSurfaceRatio,0.0
original_shape2D_MeshSurface,0.0
wavelet-HH_glszm_LargeAreaEmphasis,0.0
wavelet-HH_glrlm_LongRunLowGrayLevelEmphasis,0.0
wavelet-HH_glrlm_RunEntropy,0.0
wavelet-HL_glrlm_LongRunHighGrayLevelEmphasis,0.0
wavelet-LH_glrlm_HighGrayLevelRunEmphasis,0.0
wavelet-LH_glszm_LargeAreaHighGrayLevelEmphasis,0.0
