AUC,Sensitivity,Specificity,PPV,NPV,Accuracy,TP,TN,FP,FN
0.7695924764890282,0.5454545454545454,0.8060344827586207,0.4444444444444444,0.8617511520737328,0.7483221476510067,36,187,45,30
