mouse_id,y_true,y_pred_vote,y_proba_mean
1263,0,0,0.41931264980563093
1264,0,0,0.36744449755480124
1270,0,0,0.29546006093191546
1276,1,1,0.5342537782021931
1281,1,1,0.6377510478099188
1284,1,1,0.6572503335773945
1285,1,0,0.4165865147815031
1380,0,0,0.3056327050670664
1382,1,0,0.4147876277565956
1383,0,0,0.3998863121797872
