accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,true_positives,false_negatives,false_positives,true_negatives,days_of_study_in_train,days_of_study_in_test,percentage_of_data_in_train,percentage_of_data_in_test
0.8333333333333334,0.8328173374613003,0.8333333333333334,0.8338493292053664,0.7777777777777778,0.875,0.875,7,1,2,8,[ 9 10 11 13 14 15 17 18 19],[19 20 21],21.476510067114095,6.0402684563758395
