accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.6649993347165685,0.4318442862358525,0.6649993347165685,0.763688572471705,0.6,0.7342436974789915,1.0,0.21672135381285335,0.04696814519847597,0.5018506918359239,0.10876176134659851
