accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.7070779746831933,0.44630433235848954,0.7070779746831933,0.792608664716979,0.6,0.7634803921568627,1.0,0.21487504531834828,0.04617128510056223,0.4814540880274315,0.1034524689835984
