accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.6955005010415845,0.4447340193384819,0.6955005010415845,0.7894680386769637,0.6,0.7574579831932773,1.0,0.20874240566934563,0.04357339192462566,0.46936460129548624,0.09797629601045306
