accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.6180974591716945,0.4032369596969459,0.6180974591716945,0.7064739193938917,0.6,0.6747198879551821,1.0,0.24448399725676717,0.05977242491464694,0.6063035428114276,0.1482315136974773
