accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.8925925925925926,0.8609558697844014,0.8925925925925926,0.8971832159580038,0.7352116402116402,0.9333333333333333,0.9443386243386244,0.09990247691708772,0.009980504894169243,0.11603669877075705,0.011592353620480616
