accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.7005489801066395,0.4453651446592623,0.7005489801066395,0.7907302893185246,0.6,0.7473389355742297,1.0,0.21129306517262098,0.04464475939004146,0.47442658615387606,0.10024304758783502
