group_name,day_of_study,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
0,14,0.8983852717096446,0.8928061649046782,0.05908869631084449,0.5725148812194077,0.2129354362633052,0.18097427821713669,0.889381832502532,0.2463515143201406,0.8912246428855959,0.8930004679203539,0.8563494856187899,0.30581774410232887,0.21055623704765228,0.5652787084167541,0.5111489253892427,0.05908869631084452,0.2793045811116316,0.09383722340823342,0.1998843514843519,0.07592653176082415,0.7210765459549029,0.36095976096729615,0.2391478105031665,0.8566108996001471,0.2391478105031665,0.3978516598678077,0.29608103198111757,0.7608521894968341,0.7608521894968341,0.7608521894968305,0.7608521894968323,0.3126905222376094,0.8838229780953818,0.2391478105031665,0.28991715372290106,0.24155615864200802,0.623722292817186,0.8848609205939553,0.3359035246011196,0.28991715372290106,0.6145948353445224,0.3741603260503348,0.07182158337279314,0.27746094132918664,0.3715826544820682,0.18947386412701284,0.08282531551763754,0.04498374448671317,0.10454011809519066,0.47639237900907794,0.7534541762984084,0.13663343821492627,0.21759562653545805,0.4407282836256309,0.02267848174442834,0.47930166083080683,0.20964146602190487,0.519268605970952,0.15508021390374332,0.24362815065613308,0.3838914849428867,0.1724137931034483,0.0060966049622095545,0.004879659182784792,0.01247307493929493,0.4984653750239785,0.061310939357907254,0.11146798652064027,0.02117710159845946,0.01410388526877658,0.011576555558478538,0.7505583809815217,0.4543795620437959,0.00234924857277924,0.6488438313203512,0.05499025649174245,0.3671248975226784,0.6533007330681573,0.043471000146323886,0.379308984505155,0.20166900689303036,0.5604918305604039,0.1832322988555429,0.38068526480121384,0.46469613831659595,0.33346816942844704,0.18357088393983084,0.5164244096874571,0.002876161127096716,4.9512144182619615e-08,0.09596184182437033,0.23741271491699414,0.05073468256168558
0,18,0.746320433269942,0.7874025119775757,0.05504920303177984,0.2984773143398491,0.3227120313833289,0.1092431715493845,0.7925784398407226,0.3789080214917994,0.7646102990404302,0.776594293068727,0.7044781023001906,0.3834321690256809,0.3464960544025758,0.23631879184982063,0.5567454577277194,0.055049203031779854,0.7006093631424652,0.17737420928844908,0.2825536609143694,0.07151518096030987,0.7027650891640556,0.15077693720907376,0.09684044377088107,0.860698551211629,0.09684044377088107,0.197467299207532,0.12380263596207322,0.9031595562291201,0.9031595562291201,0.9031595562291166,0.9031595562291184,0.26883166893746047,0.7426033595631545,0.09684044377088107,0.40575389607646706,0.6836605330021119,0.3151986771738916,0.8881432373262966,0.797298391270331,0.40575389607646706,0.3133520600768796,0.1560159529621225,0.19535251849644747,0.6437594117031016,0.18320507638317696,0.2640471425002534,0.2999549938844392,0.18570321087955646,0.15983799922289238,0.2703104633928362,0.5189710634857694,0.2971568345156125,0.43135647872333216,0.20701930770592236,0.16154254265180226,0.14836975511194794,0.16920832975611194,0.19307846215061117,0.277072192513369,0.5559671969878709,0.22536588618355985,0.24460676065907933,0.033651866332884126,0.03323875034146306,0.036893339501493747,0.28846319215224536,0.29521505596785436,0.46407123545103646,0.0035405533631836946,0.0026333883950033373,0.0029899240824786287,0.43950132687810595,0.21901388292543222,0.021159222157213685,0.3234050694860029,0.15196559980560098,0.73600574774161,0.48321640902066476,0.15448975838567158,0.15757219410655507,0.2819835107900704,0.7881454331686806,0.2998047606092735,0.23551668432938588,0.2515118481391936,0.13666523450228063,0.19441031349099758,0.22307494626687913,0.001315367507224746,6.221368853367693e-08,0.0378663150159126,0.03818996381864234,0.061657681940700745
0,20,0.8261676203337687,0.8572990175409376,0.12643646171304074,0.493611776712611,0.2817110172955298,0.06689275093574225,0.8603112622279314,0.3110637642767643,0.8412408835638807,0.8357159092018502,0.8325451787130412,0.2879071829636377,0.28595283072482947,0.4344420677897961,0.6605049805675939,0.1264364617130408,0.4120425377394238,0.12696984471211425,0.0763563266441214,0.08907778335527845,0.9600995427261082,0.29405902327070754,0.13579481080723516,0.8982125949196116,0.13579481080723516,0.25873538427056375,0.17219236359576665,0.8642051891927665,0.8642051891927665,0.8642051891927629,0.8642051891927647,0.23332580755518229,0.8722710595552398,0.13579481080723516,0.11149869827902747,0.40918914786228106,0.49822337904265374,0.9182663948416948,0.5561087356553848,0.11149869827902747,0.49729459896491107,0.2994979818804122,0.21520383682082428,0.3619351455027565,0.3281398140634216,0.08992934407640586,0.21868087119681168,0.03876894477355571,0.4111626761574792,0.7514818725734332,0.6538335646697344,0.4237264245909336,0.38288926811692425,0.32824244088272636,0.14579935390568097,0.3732627100690594,0.11836262019468362,0.6704861298539597,0.4294786096256685,0.28122190012411596,0.36481102825963746,0.1070154577883472,0.018443558915186058,0.005253978524421936,0.07079036235380312,0.6887026465666073,0.2998277912173521,0.2092546382881533,0.20443853425038258,0.09111491725052366,0.1503602282097111,0.7415945546088744,0.39562043795620344,0.016121206497488084,0.5251733626384433,0.17854828603673695,0.5704441952604271,0.6557738729311358,0.15173464139427253,0.30944771133175647,0.07951729149074054,0.6744588626364953,0.07371890000011083,0.7306630467049232,0.7889318053310185,0.3231112495704268,0.09491221536752349,0.8145628614814907,0.01811174927306671,2.2685322651517723e-08,0.05972446359418489,0.12046687029308575,0.030118499012508175
0,22,0.7864147994587829,0.8181846239741127,0.13904663669962042,0.20650042831572504,0.2653874364588697,0.10261584737370637,0.8257534132318192,0.29950853166688823,0.8073231621963766,0.8094995448236617,0.7830918860602818,0.30660996962465015,0.2589061565248914,0.3446975904680608,0.558805007496306,0.13904663669962045,0.8474970572513252,0.12844506644026255,0.32222250315484524,0.04561898671862489,0.8143660925716236,0.07290663116325038,0.10327173744123376,0.7114345351688486,0.10327173744123376,0.2081340075053569,0.13190866000086177,0.8967282625587654,0.8967282625587654,0.9483641312793836,0.9225461969190754,0.4115399228987042,0.5895906274416168,0.10327173744123376,0.45501824925696766,0.8256574066510272,0.23767200042103015,0.7967845252509079,0.8955423020784105,0.45501824925696766,0.23279520044099503,0.08052228073954805,0.3689277284624729,0.7415394638196817,0.14236363434891577,0.313518112856132,0.5784790560593007,0.3632030145053498,0.2505228837574852,0.18916660006406927,0.4745338480075058,0.5196830654204692,0.42654677170686073,0.18054961585967577,0.4987923045962666,0.128622594760742,0.21164977552802755,0.1261007123597333,0.3804875015545331,0.4513309109851119,0.3297260959447643,0.30702256844999426,0.1695774003197643,0.1717867045946091,0.16392423497706682,0.2253891211149229,0.15761966650996873,0.14455456010512288,0.08097708799480426,0.1428498076273095,0.016130015181501305,0.6398437235158885,0.17237349298778015,0.18552030931948518,0.23637650806952537,0.27616440381322216,0.7865951600621639,0.44936778982532233,0.30782855846104185,0.08344183063331644,0.32108957497282087,0.8138275378299946,0.33894162473979006,0.1738797513498973,0.17897844590420997,0.1272904563852265,0.23390583660209752,0.14437231705873804,0.001041037466843535,2.8070524649317558e-08,0.11908300233306979,0.007395196795153482,0.06932097813319413
0,24,0.7980103309116259,0.8227590801249365,0.13174162572704767,0.22916094669278292,0.18982294041607453,0.12488054617633092,0.8456371319674718,0.26061625164471686,0.8020996229889599,0.794373308063749,0.769767990121432,0.37482862666738326,0.21518091653038232,0.329526157659748,0.7754097600467822,0.1317416257270477,0.8148193148308962,0.11083919372646091,0.3415468797679515,0.05658078941945326,0.8697390461112241,0.09270111067209938,0.056252309177748885,0.8672499317106024,0.056252309177748885,0.1285933144480346,0.07271119229171537,0.9437476908222511,0.9437476908222511,0.9718738454111282,0.9578107681166887,0.2371511344730719,0.6798286973188401,0.056252309177748885,0.4738932367452724,0.8116029915157146,0.229257581838665,0.9143637760886424,0.8855787340592022,0.4738932367452724,0.22954823187528298,0.09562617767941746,0.40260860576343843,0.7519684768515666,0.13356756136651682,0.33465132057962554,0.30930007029283374,0.20876972955268708,0.1316341133687437,0.1617948606232933,0.4057955066317143,0.6222669863279455,0.5685279460459773,0.26441076169943256,0.237901213109036,0.2079008981608248,0.25897825904942134,0.11068025084312316,0.6548007802226703,0.6353664514976364,0.20034811263176658,0.33432932245820884,0.03664823006922246,0.03835966617906732,0.03460239989259363,0.15275493485705668,0.49194947466910965,0.34511811307076323,0.06855538196499543,0.07446823151850124,0.01565467824503051,0.5500557845065064,0.2869732913072329,0.03291683696541397,0.2577318112061432,0.26605760816571944,0.7354881299677782,0.5457538155974737,0.297061241715878,0.10006131415589647,0.34053484809803414,0.7323405767388889,0.34080316106444597,0.14954090434254808,0.1616015209554913,0.1937910296874198,0.26498492460544176,0.14174374523252886,0.0006235997351710994,5.819747021037849e-08,0.07907167985738123,0.005365242846138112,0.11781031854288694
0,24,0.7106333965267763,0.7916218021935584,0.08906674348612004,0.5077529995355579,0.34837105726965684,0.08694378765151518,0.8043100447466862,0.399360490000104,0.7438054278463632,0.7378211049215037,0.6640747358202309,0.4852014760335056,0.34132366684150306,0.18676240369364405,0.6885469011041591,0.08906674348612006,0.3889017633111068,0.22636272772872693,0.228689434741923,0.08668304858546831,0.67880178447108,0.3164752083461461,0.1530776333627469,0.8937567180516968,0.1530776333627469,0.28384068592350914,0.19333686648832574,0.8469223666372532,0.8469223666372532,0.846922366637255,0.8469223666372514,0.24407930438892922,0.8813233662422083,0.1530776333627469,0.329663580746529,0.3609953042178928,0.5311582909928577,0.9146883993100419,0.5012865339751716,0.329663580746529,0.5292113710354148,0.3229528636647206,0.30826837464784596,0.4030284655897828,0.3070066105691932,0.22423814201002656,0.26270418548430813,0.1244932285894415,0.25732380062545973,0.38032192136754284,0.6599891565815232,0.5800732330362433,0.3887324529477564,0.2736143417396718,0.1677589782229312,0.2543804921989472,0.17263367298300447,0.32867740908046617,0.5069184491978609,0.39144482064219177,0.3088681204569054,0.21674876847290642,0.028975515543799332,0.02133309803761891,0.05999551024711688,0.369499328601573,0.2994946492271106,0.20024805766170542,0.023170370302342043,0.010747973078796502,0.018013427814900864,0.71365981024829,0.2607723098657877,0.020593389674333537,0.5161645025791751,0.265922197196353,0.627121899129651,0.5354047300010985,0.21479364886722863,0.3216269252118816,0.23154652589621744,0.7219393903688447,0.23344737159695864,0.35944896354620015,0.38539019266670904,0.19094917869935546,0.17474901921134162,0.3625774465482309,0.005277738674029061,1.0992805639252707e-08,0.059532545925557824,0.1258080131326291,0.020950200343445906
0,24,0.6814147002580784,0.7837729101978372,0.07746254705088691,0.6332906013562883,0.4694235541748544,0.0630196347772266,0.8488473395998699,0.5049987845221724,0.72946695962033,0.7141562663951923,0.6611016629480196,0.587205141820575,0.46297821838840164,0.15819566244966798,0.7290935699869495,0.07746254705088693,0.22532985619870782,0.3089281939392854,0.18522906626431906,0.10418502836471753,0.7818194861896902,0.41262594659918467,0.20414288978416678,0.8913722146861875,0.20414288978416678,0.3532528633917159,0.2547583839363945,0.7958571102158327,0.7958571102158327,0.8979285551079208,0.8468928326618741,0.259091532903854,0.920523247953178,0.20414288978416678,0.2657209550186119,0.2020624397172786,0.6640421995601975,0.9195015589837815,0.22205251103728896,0.2657209550186119,0.6601374460625896,0.421481993569778,0.274259844984788,0.23385516158029085,0.4225901024277977,0.18969409574762403,0.11308371634151577,0.04624631725863331,0.1667351270727676,0.49450658096572,0.7626186678527336,0.6019681467853043,0.3332393538307288,0.39956679746637536,0.045697712843335445,0.43058110377490555,0.20171378894459807,0.5201497745655955,0.5463705684293919,0.19794643324132222,0.47424101922005857,0.20069330414158,0.0097117098228275,0.005576397921478814,0.02740356622911062,0.46337859056063546,0.45635707050689217,0.22604365974067223,0.05786599989508867,0.08787617952819042,0.014742780431937557,0.7531258304623977,0.39981751824817546,0.005130446764515517,0.6493760494219022,0.2384316611781023,0.49225898097595366,0.6369140643380564,0.17063167422718933,0.42512391187436727,0.1882478086971322,0.6004607373333504,0.16932409955447977,0.4474876089607236,0.510812023328847,0.32440023016928066,0.184198958239765,0.5430872733673425,0.0034522560425417044,5.975708704977455e-09,0.2965005166022823,0.07538973983404751,0.052208402191876134
0,7,0.944004231869191,0.8958495851736913,0.0,0.0,0.1127545329060443,0.0829895171788068,0.8869007297216773,0.11782625541090891,0.913812231876705,0.9075258128203543,1.0000000000000002,0.028882892362993268,0.11366400055255635,0.6215961067805682,0.8239558667337255,0.0,1.0,0.023396167034125535,0.0,0.0,0.8156852976682494,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0009949542527424946,1.0,0.0,0.0,0.08196041992656604,0.0,0.23251818807981417,1.0,0.0,0.003369153747114089,0.9957039969525809,0.3945498850259125,0.0,0.21491958691918345,0.017480889152664603,0.7806378527977909,0.004846256684491977,1.0,0.0,0.0,0.004258218918608336,0.00026746891405395414,0.021293080492910274,0.9999999999999999,0.022294887039239,0.9999999999999999,0.0019947722253302034,0.00042478216818546996,0.0036511554536062902,0.0,0.4543795620437959,0.0,0.03970391340344703,0.0008858540154234986,0.7710501838153874,0.549363074800038,0.0006371025085518981,0.0,0.0,0.5988956641590109,0.0,0.8670328454290727,1.0,0.24381790716845775,0.012880686331466662,0.9999999999999999,0.0,1.0,0.0,0.0,0.0
0,7,0.9446869164811957,0.9322588738376643,0.0008569402301343548,0.08577525865227766,0.3092543677047523,0.0,0.9183944958754701,0.3083131470909642,0.9388812304620482,0.9408598441649807,0.9993528802078548,0.09826192802169331,0.34977261605429655,0.6923243592050496,0.6736555175069817,0.0008569402301343556,0.9388140333328161,0.09296880186925671,0.3137555669034801,0.001306256951383641,0.8118771810086463,0.008184291908180426,0.09129952069006664,0.05269882018186739,0.09129952069006664,0.17915558854423408,0.11631355537351519,0.9087004793099336,0.9087004793099336,0.9087004793099354,0.9087004793099354,0.9980522102721574,0.018013871054403868,0.09129952069006664,0.45028673734546454,0.9411206536092127,0.07784462268814385,0.009815943687676451,0.9653487418695869,0.45028673734546454,0.06962707411502325,0.016216008749405226,0.0,0.7943062130234855,0.10578285347757868,0.2827392345389734,0.06646796871603007,0.05874388066778435,0.030071842476534674,0.21865520271172884,0.1997953553154826,0.0,0.5945153784930641,0.45612108315887034,0.007272824257338802,0.45800255849609106,0.22377523220820816,0.4436287402626776,0.0,0.30846002345703605,0.3509865005192108,0.19704433497536944,0.0020567352756481593,0.0026825195093639256,0.0013614906486173121,0.42681757145597543,0.0,0.29795001404099963,0.9999999999999999,0.21507782391641433,1.0,0.3224983960828619,0.7271897810218979,0.0015410847695692999,0.2036410884765415,0.0,0.4841477898375688,0.8165879582551605,0.00032953578028546444,0.03220276731922818,0.30961194791932595,0.5575573183585167,0.2825399455386345,0.12874549681405867,0.17817579459571392,0.9999999999999999,0.30361393597691305,0.9590620731847322,4.782239831937116e-05,1.8544640564324023e-06,0.04059556563647419,0.012271290353480091,1.0
0,10,0.8917012331648215,0.8391356583445458,0.09102455550569163,0.3736917241667633,0.09622964321501934,0.08574068130607478,0.8269691180064157,0.09116280760096077,0.8607461829611838,0.856525322894961,0.9248899907282364,0.041177287501272336,0.09363565237587701,0.4789926924515028,0.6313175880202819,0.09102455550569163,0.5964093922166884,0.014221256004809304,0.048251703253176376,0.08116206925963346,0.947702865557412,0.20439582576681986,0.1776864326642312,0.8154552764158409,0.1776864326642312,0.31844919626185814,0.2232090179732894,0.8223135673357671,0.8223135673357671,0.8223135673357689,0.8223135673357671,0.34888429728075443,0.7752499319434053,0.1776864326642312,0.07200889079909556,0.5496066171674836,0.4275627117567233,0.8518136349034156,0.6962465008474753,0.07200889079909545,0.41972200817290306,0.2156765064577439,0.16171953112705406,0.5497561024273674,0.23154848255838564,0.05434939370081919,0.24281707557641907,0.03964283426152125,0.45992924095455595,0.8498064265005519,0.6081176573880385,0.24928673204588583,0.31099779934570326,0.281908003170268,0.14118291655414678,0.3191833964043561,0.08752137169226591,0.6963090597364551,0.2688890805589098,0.455978957058813,0.2761142501483073,0.06674082313681867,0.021709063087973633,0.006356969933997381,0.0823573149373919,0.805857564525411,0.15390663956119827,0.2153988710510236,0.05691267615599424,0.032969514292156436,0.034116931140189176,0.6581861082823481,0.30211339331183085,0.015057780246081526,0.44066690182935864,0.11643193773511676,0.5725651693579175,0.6159667430824101,0.11786381810833338,0.21241364879248434,0.048197778318718035,0.7193857263371954,0.05007771818471496,0.8194566318268983,0.8720653348967224,0.24248671360312068,0.059207748400260926,0.8354670676945686,0.006696707113631029,3.134960169016732e-08,0.07391429694215354,0.10263687289027075,0.03668069753457606
