accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,true_positives,false_negatives,false_positives,true_negatives,days_of_study_in_train,days_of_study_in_test,percentage_of_data_in_train,percentage_of_data_in_test
0.7407407407407407,0.7272727272727273,0.7407407407407407,0.7474747474747474,0.5833333333333334,0.7777777777777778,0.7283950617283951,7,2,5,13,[ 9 10 11 13 14 15 17 18 19 20 21],[21 22 23],27.516778523489933,9.060402684563758
