feature,importance
rolling_mean_3_wavelet-LH_firstorder_Skewness,0.0915503
rolling_mean_3_log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.07807345
slope_3_log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.07189888
logarithm_glszm_HighGrayLevelZoneEmphasis_lag_1,0.071712226
rolling_mean_3_original_glrlm_RunEntropy,0.05154111
rolling_mean_3_original_shape2D_Elongation,0.049914144
slope_3_original_shape2D_Elongation,0.048673037
original_shape2D_Elongation,0.04617639
original_glszm_GrayLevelVariance,0.042562358
rolling_mean_3_log-sigma-2-0-mm-3D_glszm_ZoneEntropy,0.034859356
rolling_mean_3_logarithm_glszm_HighGrayLevelZoneEmphasis,0.026036289
exponential_glrlm_GrayLevelNonUniformityNormalized,0.026033822
rolling_mean_3_log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.024470534
slope_3_squareroot_glszm_SizeZoneNonUniformityNormalized,0.022377564
wavelet-LH_firstorder_Skewness,0.021412585
delta_2_day_of_study,0.019822512
log-sigma-2-0-mm-3D_glcm_JointEntropy,0.014394128
squareroot_firstorder_Entropy_lag_1,0.013009761
log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.012592128
exponential_firstorder_Entropy,0.012044569
squareroot_glszm_GrayLevelNonUniformity,0.011352618
log-sigma-2-0-mm-3D_glcm_JointEntropy_lag_1,0.010789539
log-sigma-3-0-mm-3D_glcm_ClusterProminence,0.010173234
exponential_glszm_GrayLevelNonUniformity,0.010015838
original_shape2D_Elongation_lag_1,0.009353139
logarithm_gldm_DependenceEntropy,0.0091137355
rolling_mean_3_logarithm_glszm_GrayLevelVariance,0.008867289
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.008694334
exponential_gldm_DependenceEntropy,0.008445869
squareroot_firstorder_Entropy,0.008235756
log-sigma-1-0-mm-3D_firstorder_Minimum,0.0081593115
slope_3_square_glszm_GrayLevelNonUniformityNormalized,0.007665989
slope_3_wavelet-LL_glrlm_LongRunHighGrayLevelEmphasis,0.0072841705
log-sigma-3-0-mm-3D_glcm_JointEntropy,0.0072180387
delta_2_log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.0069157314
slope_3_day_of_study,0.0066288267
log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.006429205
rolling_mean_3_original_firstorder_90Percentile,0.0057191504
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.004803024
exponential_firstorder_Range,0.004458543
slope_3_original_gldm_DependenceNonUniformityNormalized,0.0039064367
wavelet-LL_glcm_ClusterShade,0.0031170188
rolling_mean_3_wavelet-LL_glrlm_LongRunHighGrayLevelEmphasis,0.0029060603
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.0028169623
exponential_firstorder_Entropy_lag_1,0.0026668257
squareroot_glcm_ClusterShade,0.0025796231
rolling_mean_3_day_of_study,0.002525525
slope_3_wavelet-LL_gldm_DependenceNonUniformityNormalized,0.0023447059
rolling_mean_3_log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.0021002952
logarithm_glcm_Imc1,0.0020487467
delta_2_square_glszm_LargeAreaHighGrayLevelEmphasis,0.0020363547
wavelet-LH_firstorder_Kurtosis,0.0020329396
log-sigma-3-0-mm-3D_glcm_Imc1,0.0019023485
rolling_mean_3_wavelet-HH_gldm_DependenceEntropy,0.0018449718
rolling_mean_3_log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.0016956235
square_glszm_HighGrayLevelZoneEmphasis_lag_1,0.0016375514
original_glrlm_LongRunLowGrayLevelEmphasis,0.0016020024
log-sigma-1-0-mm-3D_firstorder_Skewness,0.0015801066
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,0.0014219236
delta_2_log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.0013670053
square_glszm_GrayLevelNonUniformityNormalized_lag_1,0.001339914
slope_3_log-sigma-1-0-mm-3D_ngtdm_Busyness,0.0013263527
square_firstorder_Skewness,0.0012472017
rolling_mean_3_logarithm_glcm_Autocorrelation,0.0010396452
rolling_mean_3_log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.0010372583
slope_3_logarithm_glcm_Autocorrelation,0.0009976069
log-sigma-3-0-mm-3D_firstorder_Skewness,0.00086833956
original_glszm_LargeAreaLowGrayLevelEmphasis,0.00084416295
squareroot_gldm_DependenceEntropy,0.00082053326
