feature,Fold_0_importance,Fold_1_importance,Fold_2_importance,Fold_3_importance,Fold_4_importance,Fold_5_importance,Fold_6_importance,Fold_7_importance,Fold_8_importance,Fold_9_importance,Fold_10_importance,Fold_11_importance,Fold_12_importance,Fold_13_importance,Fold_14_importance,mean_importance,std_importance,variance,cv
rolling_mean_3_original_shape2D_Elongation,0.0,0.017336966,0.0061083334,0.02878762,0.08033416,0.078068495,0.050097156,0.050125916,0.028895386,0.049914144,0.042485613,0.030677263,0.06263462,0.083048396,0.05953556,0.0445366418933333,0.0259417249117784,0.0006729730913983,0.5824804881766725
rolling_mean_3_original_glrlm_RunEntropy,0.14378555,0.02388954,0.019932274,0.0,0.087843284,0.039759047,0.02631099,0.040328804,0.03135449,0.05154111,0.060091186,0.040095087,0.014554692,0.0,0.013932766,0.0395612546666666,0.0368839102662062,0.0013604228365255,0.9323240776103008
original_shape2D_Elongation,0.0,0.025737865,0.024833472,0.0050071226,0.0092788255,0.011077489,0.00527525,0.03866986,0.092356816,0.04617639,0.07385508,0.072503194,0.033149663,0.013268486,0.040881895,0.03280476054,0.0283013477033777,0.0008009662818274,0.8627207526440835
rolling_mean_3_log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.0,0.0,0.0,0.048440967,0.0,0.01984279,0.013694072,0.034062613,0.035091452,0.07807345,0.046435073,0.061859947,0.03076422,0.046491154,0.040755782,0.0303674346666666,0.0243984448162387,0.000595284109451,0.803441090235395
rolling_mean_3_log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.0,0.010434237,0.00826972,0.014481118,0.011366105,0.012390995,0.016029987,0.038934603,0.02423731,0.024470534,0.031794153,0.013178604,0.022962762,0.067026146,0.021844052,0.0211613550666666,0.0160206614630348,0.0002566615937131,0.7570716247878934
slope_3_day_of_study,0.0,0.0017855576,0.029502083,0.013625191,0.0017579998,0.0038702528,0.0042015756,0.0022718087,0.011243825,0.0066288267,0.009318683,0.008733031,0.011268087,0.0046007154,0.015564142,0.0082914519066666,0.0075247952462065,5.662254349733213e-05,0.9075365003511952
rolling_mean_3_wavelet-HH_gldm_DependenceEntropy,0.0,0.0,0.002905969,0.0064964583,0.004874448,0.0033221762,0.0028053944,0.0016682297,0.003579913,0.0018449718,0.0010145298,0.00086874753,0.0024669352,0.008718347,0.0026424194,0.0028805692886666,0.0023711837903364,5.622512567554127e-06,0.8231649902210684
