accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.6969849839985475,0.4007007620958946,0.6969849839985475,0.8014015241917892,0.5,0.7603641456582634,1.0,0.0809919433796371,0.006559694892410342,0.20212575328283086,0.016370557565449535
