m_id_1361,day_of_study,true_label,predicted_label
1361,11,0,0
1361,14,0,0
1361,16,0,0
1361,16,0,0
1361,16,0,0
1361,18,0,0
1361,18,0,0
1361,18,0,0
1361,20,0,0
1361,20,0,0
1361,20,0,0
1361,20,0,0
