accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.8095135419598845,0.6023229546729152,0.8095135419598845,0.8713125760124969,0.6111111111111112,0.8586795829442888,1.0,0.2923050147422846,0.0854422216434872,0.4852961562805084,0.14185450011594802
