accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,true_positives,false_negatives,false_positives,true_negatives,days_of_study_in_train,days_of_study_in_test,percentage_of_data_in_train,percentage_of_data_in_test
0.29411764705882354,0.22727272727272727,0.29411764705882354,0.45454545454545453,1.0,0.29411764705882354,1,5,12,0,0,"[11 14 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 15 10 13 18 20 22
 49]",[ 9 15 17 19 21 23 25 27 29 31],94.29530201342283,5.704697986577181
