accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.874074074074074,0.837544775188911,0.874074074074074,0.8770623045463581,0.705,0.8691666666666666,0.91091577105767,0.11082300690189495,0.012281738858777454,0.13231890423637166,0.014663978837438592
