accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,true_positives,false_negatives,false_positives,true_negatives,days_of_study_in_train,days_of_study_in_test,percentage_of_data_in_train,percentage_of_data_in_test
0.5833333333333334,0.3684210526315789,0.5833333333333334,0.7368421052631579,1.0,0.5833333333333334,1,7,5,0,0,"[ 7 14 18 20 22 24  8 10 12 16 26 11 17 19 21 23 25 27 29 31 33 35 37 39
 41 43 45 47 15 13  9 49]",[10 13 15 17 19 21 23 27],96.8586387434555,3.1413612565445024
