accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.6749708938498704,0.434263220439691,0.6749708938498704,0.7685264408793822,0.6,0.7329831932773109,1.0,0.21901110786965228,0.04796586537029247,0.5043280148107034,0.11045343725339457
