feature,importance
squareroot_firstorder_90Percentile,0.0681845
exponential_gldm_DependenceVariance,0.056595705
squareroot_firstorder_Kurtosis,0.05651839
wavelet-HH_glrlm_RunEntropy,0.04762445
original_glszm_ZoneEntropy,0.04349392
square_ngtdm_Coarseness,0.036759175
square_glszm_ZoneEntropy,0.0330473
original_firstorder_90Percentile,0.023392426
original_gldm_DependenceVariance,0.02300243
square_glrlm_LongRunLowGrayLevelEmphasis,0.021876855
log-sigma-3-0-mm-3D_ngtdm_Coarseness,0.021700827
wavelet-HL_glszm_SizeZoneNonUniformity,0.021217799
log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis,0.019597108
wavelet-HL_glszm_LargeAreaHighGrayLevelEmphasis,0.019073455
log-sigma-1-0-mm-3D_glrlm_RunEntropy,0.017843138
wavelet-LH_glrlm_HighGrayLevelRunEmphasis,0.017287076
logarithm_glszm_LargeAreaHighGrayLevelEmphasis,0.01699496
wavelet-LH_glrlm_LongRunHighGrayLevelEmphasis,0.016823424
square_glrlm_LongRunEmphasis,0.014969654
log-sigma-2-0-mm-3D_ngtdm_Busyness,0.014463461
original_glcm_MCC,0.013612426
square_glszm_SmallAreaHighGrayLevelEmphasis,0.012888206
original_glcm_Imc1,0.012553382
logarithm_glcm_MCC,0.012139837
wavelet-LL_ngtdm_Strength,0.010767206
log-sigma-3-0-mm-3D_glcm_Imc2,0.010416055
square_glrlm_ShortRunHighGrayLevelEmphasis,0.010245491
log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.009875113
day_of_study,0.00979089
exponential_glrlm_ShortRunHighGrayLevelEmphasis,0.009726246
wavelet-LH_firstorder_Kurtosis,0.009703875
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.009658953
exponential_glcm_ClusterShade,0.009546127
log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.008978614
log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.008458298
square_gldm_LargeDependenceEmphasis,0.007774524
log-sigma-3-0-mm-3D_gldm_DependenceVariance,0.0075620343
square_glcm_ClusterShade,0.007491594
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,0.0072054816
wavelet-HL_gldm_DependenceEntropy,0.0071936524
wavelet-LH_glszm_SizeZoneNonUniformity,0.0071194903
square_ngtdm_Busyness,0.0063656582
original_shape2D_Elongation,0.006259321
squareroot_ngtdm_Coarseness,0.0062129796
log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.0062010316
exponential_glszm_LargeAreaEmphasis,0.0061894204
original_glszm_GrayLevelVariance,0.006120722
log-sigma-2-0-mm-3D_firstorder_Kurtosis,0.005703604
squareroot_firstorder_Skewness,0.005701184
wavelet-HH_glrlm_RunVariance,0.004443101
log-sigma-3-0-mm-3D_ngtdm_Strength,0.0043803547
wavelet-HH_glszm_LargeAreaLowGrayLevelEmphasis,0.004329869
log-sigma-2-0-mm-3D_gldm_DependenceEntropy,0.0042224037
wavelet-LL_gldm_DependenceVariance,0.004213197
wavelet-LH_glszm_LargeAreaHighGrayLevelEmphasis,0.004112006
gradient_firstorder_Maximum,0.004054738
original_shape2D_MajorAxisLength,0.003828401
exponential_glszm_SizeZoneNonUniformityNormalized,0.0036578397
original_firstorder_Entropy,0.0036110992
wavelet-HH_gldm_LargeDependenceLowGrayLevelEmphasis,0.0035348919
square_firstorder_Skewness,0.0035226643
log-sigma-2-0-mm-3D_ngtdm_Strength,0.0035099902
wavelet-LL_glcm_DifferenceEntropy,0.003392387
squareroot_glszm_SizeZoneNonUniformity,0.0033151528
wavelet-LL_glcm_ClusterShade,0.0032122042
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.003179182
gradient_firstorder_90Percentile,0.0031642588
log-sigma-1-0-mm-3D_firstorder_Minimum,0.0031174242
exponential_firstorder_Entropy,0.003109683
log-sigma-1-0-mm-3D_ngtdm_Busyness,0.003076266
wavelet-LH_glrlm_LongRunEmphasis,0.003062542
original_firstorder_Range,0.0029670862
logarithm_glrlm_LongRunLowGrayLevelEmphasis,0.0029637576
exponential_glszm_ZoneVariance,0.0029341958
wavelet-LL_glszm_LargeAreaHighGrayLevelEmphasis,0.002927743
squareroot_glcm_ClusterProminence,0.0029015304
original_shape2D_PerimeterSurfaceRatio,0.0027914627
original_glrlm_RunVariance,0.0026954985
wavelet-LH_glszm_ZoneEntropy,0.0026780502
squareroot_glszm_SmallAreaHighGrayLevelEmphasis,0.0025775738
square_ngtdm_Strength,0.002532617
log-sigma-2-0-mm-3D_firstorder_Range,0.002492482
log-sigma-3-0-mm-3D_glrlm_RunEntropy,0.0024563386
original_firstorder_Kurtosis,0.0022374208
wavelet-HH_firstorder_Skewness,0.0021749816
exponential_glszm_SizeZoneNonUniformity,0.002149363
logarithm_glrlm_LongRunEmphasis,0.0021453258
log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.0020788014
wavelet-HH_glrlm_LongRunLowGrayLevelEmphasis,0.002050376
log-sigma-2-0-mm-3D_glszm_ZoneEntropy,0.002034913
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.0019122212
exponential_glrlm_RunEntropy,0.0018779286
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,0.0016831226
gradient_gldm_DependenceEntropy,0.0016589526
gradient_glszm_ZoneEntropy,0.0016094226
exponential_glcm_Autocorrelation,0.0014198805
log-sigma-3-0-mm-3D_ngtdm_Busyness,0.0013427604
logarithm_glszm_LargeAreaLowGrayLevelEmphasis,0.0013373086
log-sigma-2-0-mm-3D_glcm_Imc1,0.0013107561
wavelet-LL_gldm_LargeDependenceEmphasis,0.0012939436
wavelet-HH_glszm_LargeAreaEmphasis,0.0011552694
log-sigma-2-0-mm-3D_glcm_ClusterShade,0.0010876335
exponential_firstorder_Range,0.00096825924
original_glszm_SizeZoneNonUniformityNormalized,0.000948589
wavelet-LH_gldm_DependenceVariance,0.00081729225
wavelet-HH_glcm_Autocorrelation,0.0008051843
logarithm_ngtdm_Strength,0.00079078076
exponential_glszm_SmallAreaHighGrayLevelEmphasis,0.0007145471
squareroot_glrlm_LongRunLowGrayLevelEmphasis,0.00066857226
wavelet-HL_ngtdm_Busyness,0.00066414423
wavelet-LH_ngtdm_Busyness,0.0006463482
squareroot_glcm_DifferenceEntropy,0.00064396334
logarithm_glszm_SmallAreaHighGrayLevelEmphasis,0.00058057124
logarithm_glszm_SizeZoneNonUniformity,0.0005553252
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.00053159817
squareroot_glcm_Imc1,0.0004430462
exponential_glcm_DifferenceEntropy,0.00043509388
wavelet-LH_glcm_Autocorrelation,0.0004034508
logarithm_glcm_DifferenceEntropy,0.00037169084
wavelet-HH_gldm_LargeDependenceEmphasis,0.00035849607
exponential_glcm_Correlation,0.0003357222
original_firstorder_Skewness,0.00032516615
square_firstorder_90Percentile,0.00028084303
log-sigma-3-0-mm-3D_glcm_ClusterShade,0.00025538923
original_shape2D_MeshSurface,0.0
original_firstorder_Maximum,0.0
exponential_glszm_ZoneEntropy,0.0
exponential_ngtdm_Coarseness,0.0
original_firstorder_10Percentile,0.0
wavelet-HL_firstorder_Skewness,0.0
logarithm_gldm_LargeDependenceEmphasis,0.0
gradient_glcm_ClusterProminence,0.0
exponential_glrlm_LongRunEmphasis,0.0
original_firstorder_Mean,0.0
wavelet-HL_gldm_LargeDependenceEmphasis,0.0
wavelet-HL_gldm_LargeDependenceLowGrayLevelEmphasis,0.0
wavelet-HL_glrlm_LongRunHighGrayLevelEmphasis,0.0
wavelet-HL_glrlm_RunEntropy,0.0
wavelet-HL_glrlm_RunVariance,0.0
gradient_gldm_DependenceVariance,0.0
wavelet-HL_glszm_LargeAreaEmphasis,0.0
gradient_glrlm_RunEntropy,0.0
wavelet-LH_glrlm_RunVariance,0.0
logarithm_ngtdm_Busyness,0.0
wavelet-LH_glrlm_RunEntropy,0.0
logarithm_glcm_ClusterShade,0.0
original_gldm_LargeDependenceEmphasis,0.0
original_glrlm_LongRunEmphasis,0.0
original_glrlm_LongRunLowGrayLevelEmphasis,0.0
original_glrlm_RunEntropy,0.0
exponential_glrlm_LongRunLowGrayLevelEmphasis,0.0
original_glszm_LargeAreaHighGrayLevelEmphasis,0.0
original_glszm_LargeAreaLowGrayLevelEmphasis,0.0
original_glszm_SizeZoneNonUniformity,0.0
original_ngtdm_Coarseness,0.0
exponential_gldm_LargeDependenceEmphasis,0.0
original_glcm_DifferenceEntropy,0.0
original_glcm_ClusterProminence,0.0
wavelet-LH_gldm_DependenceEntropy,0.0
wavelet-LH_gldm_LargeDependenceHighGrayLevelEmphasis,0.0
wavelet-LH_gldm_LargeDependenceLowGrayLevelEmphasis,0.0
exponential_glszm_LargeAreaLowGrayLevelEmphasis,0.0
logarithm_ngtdm_Coarseness,0.0
original_firstorder_Minimum,0.0
log-sigma-3-0-mm-3D_firstorder_Maximum,0.0
wavelet-HH_glrlm_LongRunEmphasis,0.0
wavelet-HL_glszm_ZoneEntropy,0.0
log-sigma-2-0-mm-3D_glcm_Autocorrelation,0.0
square_glcm_Autocorrelation,0.0
log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.0
square_firstorder_Maximum,0.0
log-sigma-1-0-mm-3D_glrlm_RunVariance,0.0
log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.0
square_firstorder_InterquartileRange,0.0
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity,0.0
log-sigma-1-0-mm-3D_glszm_ZoneEntropy,0.0
log-sigma-1-0-mm-3D_glszm_ZoneVariance,0.0
log-sigma-2-0-mm-3D_firstorder_Entropy,0.0
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.0
gradient_glszm_SizeZoneNonUniformity,0.0
square_glszm_LargeAreaHighGrayLevelEmphasis,0.0
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.0
log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.0
log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.0
log-sigma-2-0-mm-3D_glrlm_RunEntropy,0.0
log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.0
log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,0.0
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.0
log-sigma-3-0-mm-3D_glcm_Autocorrelation,0.0
log-sigma-2-0-mm-3D_ngtdm_Coarseness,0.0
log-sigma-3-0-mm-3D_firstorder_Range,0.0
log-sigma-3-0-mm-3D_firstorder_90Percentile,0.0
square_glcm_Imc2,0.0
square_glszm_LargeAreaLowGrayLevelEmphasis,0.0
logarithm_glcm_ClusterProminence,0.0
wavelet-LL_gldm_GrayLevelNonUniformity,0.0
logarithm_firstorder_Entropy,0.0
log-sigma-3-0-mm-3D_firstorder_Entropy,0.0
squareroot_ngtdm_Busyness,0.0
squareroot_glszm_ZoneEntropy,0.0
squareroot_glszm_LargeAreaEmphasis,0.0
wavelet-HH_glszm_SizeZoneNonUniformity,0.0
wavelet-HH_ngtdm_Busyness,0.0
wavelet-LL_firstorder_MeanAbsoluteDeviation,0.0
wavelet-LL_glcm_ClusterProminence,0.0
squareroot_glrlm_LongRunEmphasis,0.0
squareroot_gldm_GrayLevelNonUniformity,0.0
wavelet-LL_glrlm_LongRunEmphasis,0.0
log-sigma-1-0-mm-3D_glcm_JointEntropy,0.0
wavelet-LL_glrlm_LongRunLowGrayLevelEmphasis,0.0
wavelet-LL_glszm_LargeAreaLowGrayLevelEmphasis,0.0
wavelet-LL_glszm_SizeZoneNonUniformity,0.0
wavelet-LL_glszm_ZoneEntropy,0.0
wavelet-LL_ngtdm_Busyness,0.0
