accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,std_f1_macro,var_f1_macro,cv_f1_macro,di_f1_macro
0.6877070348178856,0.43696468858890325,0.6877070348178856,0.7739293771778066,0.6,0.7401960784313726,1.0,0.22215662621911617,0.04935356657306009,0.5084086472445404,0.11294634981247184
