accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,true_positives,false_negatives,false_positives,true_negatives,days_of_study_in_train,days_of_study_in_test,percentage_of_data_in_train,percentage_of_data_in_test
0.6190476190476191,0.38235294117647056,0.6190476190476191,0.7647058823529411,1.0,0.6190476190476191,1,13,8,0,0,"[11 14 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 15 10 13  9 18 20
 22 49]",[11 15 17 19 23 25 27 29 31 33 35 37 39 41 45],92.9530201342282,7.046979865771812
