mouse_id,y_true,y_pred_vote,y_proba_mean
1263,0,0,0.3899316220943417
1264,0,0,0.3156892043906589
1270,0,0,0.3150288978981417
1276,1,1,0.6040339668591818
1281,1,1,0.5943677847584089
1284,1,1,0.6243721768260002
1285,1,0,0.4756321705439511
1380,0,0,0.29540320121227426
1382,1,0,0.3474522028118372
1383,0,0,0.4041480792816295
