AUC,Sensitivity,Specificity,PPV,NPV,Accuracy,TP,TN,FP,FN
0.8014629049111807,0.6060606060606061,0.853448275862069,0.5405405405405406,0.8839285714285714,0.7986577181208053,40,198,34,26
