accuracy,f1_macro,f1_micro,f1_weighted,precision,recall,roc_auc,true_positives,false_negatives,false_positives,true_negatives,days_of_study_in_train,days_of_study_in_test,percentage_of_data_in_train,percentage_of_data_in_test
0.9148936170212766,0.4777777777777778,0.9148936170212766,0.9555555555555556,0.0,1.0,1,0,0,4,43,[11 15 17 19 23 25 27 29 31 33 35 37 39 41 45 10 13 21  9 14 43 47 49],[11 17 18 19 20 21 22 23 25 27 29 31 33 35 37 39 41],84.22818791946308,15.771812080536913
